[Header],
System,TOC-L syringe sparge,
S/W Version,1.00,
User,apaters1,
Date/Time,12/1/2022 10:35:38 AM,

[System],
Instrument Options,TOC/ASI/IC Unit/TN/Sparge Kit/,
Catalyst,Saline,
Cell Length,long,

[Data],
Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,Inj. Vol.,
Unknown,NPOC/TN,23,23,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 2:57:30 PM,1,3,NPOC,68.17,14.16,NPOC:14.13mg/L TN:1.308mg/L,0.3707,0.55,0,50,
Unknown,NPOC/TN,23,23,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 2:48:27 PM,1,1,TN,5.767,1.321,NPOC:14.13mg/L TN:1.308mg/L,0.1545,2.74,0,50,
Unknown,NPOC/TN,23,23,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 2:53:02 PM,1,2,TN,5.465,1.292,NPOC:14.13mg/L TN:1.308mg/L,0.1545,2.74,0,50,
Unknown,NPOC/TN,23,23,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 2:57:30 PM,1,3,TN,5.673,1.312,NPOC:14.13mg/L TN:1.308mg/L,0.1545,2.74,0,50,
Unknown,NPOC/TN,23,23,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 3:03:48 PM,1,4,TN,0.000,0.7679,NPOC:14.13mg/L TN:1.308mg/L,0.1545,2.74,1,50,
Unknown,NPOC/TN,17,17,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 3:12:31 PM,1,1,NPOC,32.92,6.762,NPOC:6.698mg/L TN:1.065mg/L,0.4969,1.52,0,50,
Unknown,NPOC/TN,17,17,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 3:17:04 PM,1,2,NPOC,32.88,6.754,NPOC:6.698mg/L TN:1.065mg/L,0.4969,1.52,0,50,
Unknown,NPOC/TN,17,17,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 3:21:21 PM,1,3,NPOC,32.04,6.578,NPOC:6.698mg/L TN:1.065mg/L,0.4969,1.52,0,50,
Unknown,NPOC/TN,17,17,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 3:12:31 PM,1,1,TN,3.264,1.081,NPOC:6.698mg/L TN:1.065mg/L,0.2202,7.11,0,50,
Unknown,NPOC/TN,17,17,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 3:17:04 PM,1,2,TN,3.181,1.073,NPOC:6.698mg/L TN:1.065mg/L,0.2202,7.11,0,50,
Unknown,NPOC/TN,17,17,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 3:21:21 PM,1,3,TN,2.848,1.041,NPOC:6.698mg/L TN:1.065mg/L,0.2202,7.11,0,50,
Unknown,NPOC/TN,17,17,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 3:27:40 PM,1,4,TN,0.1710,0.7843,NPOC:6.698mg/L TN:1.065mg/L,0.2202,7.11,1,50,
Unknown,NPOC/TN,20,20,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 3:36:51 PM,1,1,NPOC,56.02,11.61,NPOC:11.44mg/L TN:1.154mg/L,0.7950,1.44,0,50,
Unknown,NPOC/TN,20,20,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 3:41:10 PM,1,2,NPOC,55.21,11.44,NPOC:11.44mg/L TN:1.154mg/L,0.7950,1.44,0,50,
Unknown,NPOC/TN,20,20,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 3:45:28 PM,1,3,NPOC,54.43,11.28,NPOC:11.44mg/L TN:1.154mg/L,0.7950,1.44,0,50,
Unknown,NPOC/TN,20,20,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 3:36:51 PM,1,1,TN,3.869,1.139,NPOC:11.44mg/L TN:1.154mg/L,0.3719,9.23,0,50,
Unknown,NPOC/TN,20,20,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 3:41:10 PM,1,2,TN,4.456,1.195,NPOC:11.44mg/L TN:1.154mg/L,0.3719,9.23,0,50,
Unknown,NPOC/TN,20,20,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 3:45:28 PM,1,3,TN,3.767,1.129,NPOC:11.44mg/L TN:1.154mg/L,0.3719,9.23,0,50,
Unknown,NPOC/TN,20,20,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 3:51:47 PM,1,4,TN,0.03790,0.7716,NPOC:11.44mg/L TN:1.154mg/L,0.3719,9.23,1,50,
Unknown,NPOC/TN,7,7,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 4:05:34 PM,1,1,NPOC,0.7270,0.00364,NPOC:9.345mg/L TN:1.252mg/L,3.871,8.56,1,50,
Unknown,NPOC/TN,7,7,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 4:10:53 PM,1,2,NPOC,49.68,10.28,NPOC:9.345mg/L TN:1.252mg/L,3.871,8.56,0,50,
Unknown,NPOC/TN,7,7,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 4:15:12 PM,1,3,NPOC,43.25,8.931,NPOC:9.345mg/L TN:1.252mg/L,3.871,8.56,0,50,
Unknown,NPOC/TN,7,7,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 4:19:30 PM,1,4,NPOC,42.73,8.822,NPOC:9.345mg/L TN:1.252mg/L,3.871,8.56,0,50,
Unknown,NPOC/TN,7,7,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 4:05:34 PM,1,1,TN,0.01090,0.7690,NPOC:9.345mg/L TN:1.252mg/L,0.4592,9.11,1,50,
Unknown,NPOC/TN,7,7,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 4:10:53 PM,1,2,TN,5.550,1.300,NPOC:9.345mg/L TN:1.252mg/L,0.4592,9.11,0,50,
Unknown,NPOC/TN,7,7,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 4:15:12 PM,1,3,TN,4.924,1.240,NPOC:9.345mg/L TN:1.252mg/L,0.4592,9.11,0,50,
Unknown,NPOC/TN,7,7,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 4:19:30 PM,1,4,TN,4.655,1.214,NPOC:9.345mg/L TN:1.252mg/L,0.4592,9.11,0,50,
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 4:28:25 PM,1,1,NPOC,42.97,8.872,NPOC:8.886mg/L TN:1.015mg/L,0.6075,1.41,0,50,
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 4:33:25 PM,1,2,NPOC,43.67,9.019,NPOC:8.886mg/L TN:1.015mg/L,0.6075,1.41,0,50,
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/18/2022 4:37:45 PM,1,3,NPOC,42.46,8.765,NPOC:8.886mg/L TN:1.015mg/L,0.6075,1.41,0,50,
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 4:28:25 PM,1,1,TN,2.791,1.036,NPOC:8.886mg/L TN:1.015mg/L,0.1929,7.48,0,50,
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 4:33:25 PM,1,2,TN,2.525,1.010,NPOC:8.886mg/L TN:1.015mg/L,0.1929,7.48,0,50,
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 4:37:45 PM,1,3,TN,2.416,0.9996,NPOC:8.886mg/L TN:1.015mg/L,0.1929,7.48,0,50,
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/18/2022 4:44:03 PM,1,4,TN,0.1037,0.7779,NPOC:8.886mg/L TN:1.015mg/L,0.1929,7.48,1,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,,1.00,,11/29/2022 1:26:17 PM,1,1,NPOC,0.5063,0.000,NPOC:0.000mg/L TN:0.7927mg/L,0.5256,24.28,1,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,,1.00,,11/29/2022 1:30:36 PM,1,2,NPOC,1.595,0.000,NPOC:0.000mg/L TN:0.7927mg/L,0.5256,24.28,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,,1.00,,11/29/2022 1:35:10 PM,1,3,NPOC,2.631,0.000,NPOC:0.000mg/L TN:0.7927mg/L,0.5256,24.28,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,,1.00,,11/29/2022 1:39:30 PM,1,4,NPOC,2.267,0.000,NPOC:0.000mg/L TN:0.7927mg/L,0.5256,24.28,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/29/2022 1:26:17 PM,1,1,TN,0.2656,0.7934,NPOC:0.000mg/L TN:0.7927mg/L,0.03398,13.15,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/29/2022 1:30:36 PM,1,2,TN,0.2214,0.7892,NPOC:0.000mg/L TN:0.7927mg/L,0.03398,13.15,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/29/2022 1:35:10 PM,1,3,TN,0.2882,0.7956,NPOC:0.000mg/L TN:0.7927mg/L,0.03398,13.15,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1.00,,11/29/2022 1:46:50 PM,1,1,TN,0.000,0.000, ,0.000,0.00,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1.00,,11/29/2022 1:51:03 PM,1,2,TN,0.000,0.000, ,0.000,0.00,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1.00,,11/29/2022 1:55:18 PM,1,3,TN,0.000,0.000, ,0.000,0.00,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1.00,,11/29/2022 2:02:41 PM,2,1,TN,9.284,1.000, ,0.1595,1.75,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1.00,,11/29/2022 2:06:54 PM,2,2,TN,9.694,1.000, ,0.1595,1.75,1,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1.00,,11/29/2022 2:11:07 PM,2,3,TN,9.030,1.000, ,0.1595,1.75,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1.00,,11/29/2022 2:15:20 PM,2,4,TN,8.990,1.000, ,0.1595,1.75,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1.00,,11/29/2022 2:22:40 PM,3,1,TN,0.000,5.000, ,0.000,0.00,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1.00,,11/29/2022 2:26:53 PM,3,2,TN,0.000,5.000, ,0.000,0.00,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 2:47:56 PM,1,1,TN,0.000,0.000, ,0.000,0.00,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 2:52:11 PM,1,2,TN,0.000,0.000, ,0.000,0.00,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 2:56:28 PM,1,3,TN,0.000,0.000, ,0.000,0.00,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:08:55 PM,2,1,TN,0.000,1.000, ,0.01061,0.11,1,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:13:09 PM,2,2,TN,9.456,1.000, ,0.01061,0.11,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:17:23 PM,2,3,TN,9.441,1.000, ,0.01061,0.11,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:27:40 PM,2,4,TN,0.000,1.000, ,0.01061,0.11,1,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:35:08 PM,3,1,TN,52.03,5.000, ,0.4981,0.95,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:39:22 PM,3,2,TN,52.85,5.000, ,0.4981,0.95,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:43:36 PM,3,3,TN,52.93,5.000, ,0.4981,0.95,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:51:01 PM,4,1,TN,100.8,10.00, ,0.6557,0.65,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:55:17 PM,4,2,TN,102.1,10.00, ,0.6557,0.65,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 3:59:31 PM,4,3,TN,101.3,10.00, ,0.6557,0.65,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 4:06:56 PM,5,1,TN,454.1,50.00, ,3.465,0.76,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 4:11:13 PM,5,2,TN,460.5,50.00, ,3.465,0.76,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 4:15:29 PM,5,3,TN,459.6,50.00, ,3.465,0.76,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 4:23:08 PM,6,1,TN,1045,100.0, ,15.57,1.47,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 4:27:29 PM,6,2,TN,1063,100.0, ,15.57,1.47,0,50,
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1.00,,11/29/2022 4:31:54 PM,6,3,TN,1076,100.0, ,15.57,1.47,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/29/2022 4:40:57 PM,1,1,NPOC,1.878,0.2453,NPOC:0.3273mg/L TN:0.9290mg/L,0.06004,2.65,1,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/29/2022 4:45:28 PM,1,2,NPOC,2.210,0.3150,NPOC:0.3273mg/L TN:0.9290mg/L,0.06004,2.65,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/29/2022 4:49:56 PM,1,3,NPOC,2.266,0.3267,NPOC:0.3273mg/L TN:0.9290mg/L,0.06004,2.65,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/29/2022 4:54:24 PM,1,4,NPOC,2.330,0.3402,NPOC:0.3273mg/L TN:0.9290mg/L,0.06004,2.65,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/29/2022 4:40:57 PM,1,1,TN,2.245,0.9832,NPOC:0.3273mg/L TN:0.9290mg/L,0.2029,12.08,1,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/29/2022 4:45:28 PM,1,2,TN,1.492,0.9110,NPOC:0.3273mg/L TN:0.9290mg/L,0.2029,12.08,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/29/2022 4:49:56 PM,1,3,TN,1.652,0.9264,NPOC:0.3273mg/L TN:0.9290mg/L,0.2029,12.08,0,50,
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1.00,,11/29/2022 4:54:24 PM,1,4,TN,1.895,0.9497,NPOC:0.3273mg/L TN:0.9290mg/L,0.2029,12.08,0,50,
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/29/2022 5:03:11 PM,1,1,NPOC,44.57,9.208,NPOC:9.693mg/L TN:1.010mg/L,0.03512,0.07,1,50,
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/29/2022 5:07:46 PM,1,2,NPOC,46.84,9.685,NPOC:9.693mg/L TN:1.010mg/L,0.03512,0.07,0,50,
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/29/2022 5:12:06 PM,1,3,NPOC,46.91,9.700,NPOC:9.693mg/L TN:1.010mg/L,0.03512,0.07,0,50,
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1.00,,11/29/2022 5:16:24 PM,1,4,NPOC,46.88,9.693,NPOC:9.693mg/L TN:1.010mg/L,0.03512,0.07,0,50,
