Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,inj_vol
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/18/2022 16:37,1,3,NPOC,42.46,8.765,NPOC:8.886mg/L TN:1.015mg/L,0.6075,1.41,0,50
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 16:28,1,1,TN,2.791,1.036,NPOC:8.886mg/L TN:1.015mg/L,0.1929,7.48,0,50
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 16:33,1,2,TN,2.525,1.01,NPOC:8.886mg/L TN:1.015mg/L,0.1929,7.48,0,50
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 16:37,1,3,TN,2.416,0.9996,NPOC:8.886mg/L TN:1.015mg/L,0.1929,7.48,0,50
Unknown,NPOC/TN,10,10,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/18/2022 16:44,1,4,TN,0.1037,0.7779,NPOC:8.886mg/L TN:1.015mg/L,0.1929,7.48,1,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,,1,,11/29/2022 13:26,1,1,NPOC,0.5063,0,NPOC:0.000mg/L TN:0.7927mg/L,0.5256,24.28,1,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,,1,,11/29/2022 13:30,1,2,NPOC,1.595,0,NPOC:0.000mg/L TN:0.7927mg/L,0.5256,24.28,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,,1,,11/29/2022 13:35,1,3,NPOC,2.631,0,NPOC:0.000mg/L TN:0.7927mg/L,0.5256,24.28,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,,1,,11/29/2022 13:39,1,4,NPOC,2.267,0,NPOC:0.000mg/L TN:0.7927mg/L,0.5256,24.28,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 13:26,1,1,TN,0.2656,0.7934,NPOC:0.000mg/L TN:0.7927mg/L,0.03398,13.15,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 13:30,1,2,TN,0.2214,0.7892,NPOC:0.000mg/L TN:0.7927mg/L,0.03398,13.15,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 13:35,1,3,TN,0.2882,0.7956,NPOC:0.000mg/L TN:0.7927mg/L,0.03398,13.15,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1,,11/29/2022 13:46,1,1,TN,0,0, ,0,0,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1,,11/29/2022 13:51,1,2,TN,0,0, ,0,0,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1,,11/29/2022 13:55,1,3,TN,0,0, ,0,0,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1,,11/29/2022 14:02,2,1,TN,9.284,1, ,0.1595,1.75,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1,,11/29/2022 14:06,2,2,TN,9.694,1, ,0.1595,1.75,1,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1,,11/29/2022 14:11,2,3,TN,9.03,1, ,0.1595,1.75,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1,,11/29/2022 14:15,2,4,TN,8.99,1, ,0.1595,1.75,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1,,11/29/2022 14:22,3,1,TN,0,5, ,0,0,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_13_39_31.cal,,1,,11/29/2022 14:26,3,2,TN,0,5, ,0,0,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 14:47,1,1,TN,0,0, ,0,0,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 14:52,1,2,TN,0,0, ,0,0,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 14:56,1,3,TN,0,0, ,0,0,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:08,2,1,TN,0,1, ,0.01061,0.11,1,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:13,2,2,TN,9.456,1, ,0.01061,0.11,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:17,2,3,TN,9.441,1, ,0.01061,0.11,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:27,2,4,TN,0,1, ,0.01061,0.11,1,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:35,3,1,TN,52.03,5, ,0.4981,0.95,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:39,3,2,TN,52.85,5, ,0.4981,0.95,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:43,3,3,TN,52.93,5, ,0.4981,0.95,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:51,4,1,TN,100.8,10, ,0.6557,0.65,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:55,4,2,TN,102.1,10, ,0.6557,0.65,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 15:59,4,3,TN,101.3,10, ,0.6557,0.65,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 16:06,5,1,TN,454.1,50, ,3.465,0.76,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 16:11,5,2,TN,460.5,50, ,3.465,0.76,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 16:15,5,3,TN,459.6,50, ,3.465,0.76,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 16:23,6,1,TN,1045,100, ,15.57,1.47,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 16:27,6,2,TN,1063,100, ,15.57,1.47,0,50
Standard,TN,Untitled,Untitled,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,,1,,11/29/2022 16:31,6,3,TN,1076,100, ,15.57,1.47,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 16:40,1,1,NPOC,1.878,0.2453,NPOC:0.3273mg/L TN:0.9290mg/L,0.06004,2.65,1,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 16:45,1,2,NPOC,2.21,0.315,NPOC:0.3273mg/L TN:0.9290mg/L,0.06004,2.65,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 16:49,1,3,NPOC,2.266,0.3267,NPOC:0.3273mg/L TN:0.9290mg/L,0.06004,2.65,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 16:54,1,4,NPOC,2.33,0.3402,NPOC:0.3273mg/L TN:0.9290mg/L,0.06004,2.65,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 16:40,1,1,TN,2.245,0.9832,NPOC:0.3273mg/L TN:0.9290mg/L,0.2029,12.08,1,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 16:45,1,2,TN,1.492,0.911,NPOC:0.3273mg/L TN:0.9290mg/L,0.2029,12.08,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 16:49,1,3,TN,1.652,0.9264,NPOC:0.3273mg/L TN:0.9290mg/L,0.2029,12.08,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 16:54,1,4,TN,1.895,0.9497,NPOC:0.3273mg/L TN:0.9290mg/L,0.2029,12.08,0,50
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:03,1,1,NPOC,44.57,9.208,NPOC:9.693mg/L TN:1.010mg/L,0.03512,0.07,1,50
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:07,1,2,NPOC,46.84,9.685,NPOC:9.693mg/L TN:1.010mg/L,0.03512,0.07,0,50
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:12,1,3,NPOC,46.91,9.7,NPOC:9.693mg/L TN:1.010mg/L,0.03512,0.07,0,50
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:16,1,4,NPOC,46.88,9.693,NPOC:9.693mg/L TN:1.010mg/L,0.03512,0.07,0,50
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:03,1,1,TN,3.24,1.079,NPOC:9.693mg/L TN:1.010mg/L,0.03844,1.52,1,50
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:07,1,2,TN,2.532,1.011,NPOC:9.693mg/L TN:1.010mg/L,0.03844,1.52,0,50
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:12,1,3,TN,2.56,1.013,NPOC:9.693mg/L TN:1.010mg/L,0.03844,1.52,0,50
Unknown,NPOC/TN,138,138,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:16,1,4,TN,2.484,1.006,NPOC:9.693mg/L TN:1.010mg/L,0.03844,1.52,0,50
Unknown,NPOC/TN,146,146,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:25,1,1,NPOC,33.8,6.947,NPOC:7.242mg/L TN:2.627mg/L,0.3443,0.98,1,50
Unknown,NPOC/TN,146,146,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:29,1,2,NPOC,35.45,7.294,NPOC:7.242mg/L TN:2.627mg/L,0.3443,0.98,0,50
Unknown,NPOC/TN,146,146,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:33,1,3,NPOC,34.81,7.159,NPOC:7.242mg/L TN:2.627mg/L,0.3443,0.98,0,50
Unknown,NPOC/TN,146,146,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:38,1,4,NPOC,35.35,7.273,NPOC:7.242mg/L TN:2.627mg/L,0.3443,0.98,0,50
Unknown,NPOC/TN,146,146,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:25,1,1,TN,19.54,2.642,NPOC:7.242mg/L TN:2.627mg/L,0.2485,1.28,0,50
Unknown,NPOC/TN,146,146,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:29,1,2,TN,19.52,2.64,NPOC:7.242mg/L TN:2.627mg/L,0.2485,1.28,0,50
Unknown,NPOC/TN,146,146,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:33,1,3,TN,19.1,2.6,NPOC:7.242mg/L TN:2.627mg/L,0.2485,1.28,0,50
Unknown,NPOC/TN,112,112,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:47,1,1,NPOC,57.93,12.01,NPOC:12.67mg/L TN:73.97mg/L,0.6865,1.12,1,50
Unknown,NPOC/TN,112,112,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:53,1,2,NPOC,60.88,12.63,NPOC:12.67mg/L TN:73.97mg/L,0.6865,1.12,0,50
Unknown,NPOC/TN,112,112,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 17:58,1,3,NPOC,60.51,12.55,NPOC:12.67mg/L TN:73.97mg/L,0.6865,1.12,0,50
Unknown,NPOC/TN,112,112,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 18:02,1,4,NPOC,61.84,12.83,NPOC:12.67mg/L TN:73.97mg/L,0.6865,1.12,0,50
Unknown,NPOC/TN,112,112,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:47,1,1,TN,751.3,72.82,NPOC:12.67mg/L TN:73.97mg/L,10.41,1.36,0,50
Unknown,NPOC/TN,112,112,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:53,1,2,TN,769.9,74.6,NPOC:12.67mg/L TN:73.97mg/L,10.41,1.36,0,50
Unknown,NPOC/TN,112,112,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 17:58,1,3,TN,768.7,74.49,NPOC:12.67mg/L TN:73.97mg/L,10.41,1.36,0,50
Unknown,NPOC/TN,122,122,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 18:11,1,1,NPOC,38.93,8.024,NPOC:8.098mg/L TN:2.180mg/L,0.4801,1.22,0,50
Unknown,NPOC/TN,122,122,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 18:15,1,2,NPOC,39.09,8.058,NPOC:8.098mg/L TN:2.180mg/L,0.4801,1.22,0,50
Unknown,NPOC/TN,122,122,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 18:20,1,3,NPOC,39.83,8.213,NPOC:8.098mg/L TN:2.180mg/L,0.4801,1.22,0,50
Unknown,NPOC/TN,122,122,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 18:11,1,1,TN,15.65,2.269,NPOC:8.098mg/L TN:2.180mg/L,0.8031,5.45,0,50
Unknown,NPOC/TN,122,122,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 18:15,1,2,TN,14.34,2.143,NPOC:8.098mg/L TN:2.180mg/L,0.8031,5.45,0,50
Unknown,NPOC/TN,122,122,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 18:20,1,3,TN,14.19,2.129,NPOC:8.098mg/L TN:2.180mg/L,0.8031,5.45,0,50
Unknown,NPOC/TN,122,122,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 18:26,1,4,TN,0.2473,0.7917,NPOC:8.098mg/L TN:2.180mg/L,0.8031,5.45,1,50
Unknown,NPOC/TN,152,152,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 18:35,1,1,NPOC,36.05,7.42,NPOC:7.977mg/L TN:2.043mg/L,0.2011,0.52,1,50
Unknown,NPOC/TN,152,152,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 18:39,1,2,NPOC,38.48,7.93,NPOC:7.977mg/L TN:2.043mg/L,0.2011,0.52,0,50
Unknown,NPOC/TN,152,152,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 18:43,1,3,NPOC,38.76,7.989,NPOC:7.977mg/L TN:2.043mg/L,0.2011,0.52,0,50
Unknown,NPOC/TN,152,152,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 18:48,1,4,NPOC,38.87,8.012,NPOC:7.977mg/L TN:2.043mg/L,0.2011,0.52,0,50
Unknown,NPOC/TN,152,152,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 18:35,1,1,TN,13.28,2.042,NPOC:7.977mg/L TN:2.043mg/L,0.08185,0.62,0,50
Unknown,NPOC/TN,152,152,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 18:39,1,2,TN,13.23,2.037,NPOC:7.977mg/L TN:2.043mg/L,0.08185,0.62,0,50
Unknown,NPOC/TN,152,152,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 18:43,1,3,TN,14.08,2.118,NPOC:7.977mg/L TN:2.043mg/L,0.08185,0.62,1,50
Unknown,NPOC/TN,152,152,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,11/29/2022 18:48,1,4,TN,13.39,2.052,NPOC:7.977mg/L TN:2.043mg/L,0.08185,0.62,0,50
Unknown,NPOC/TN,117,117,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,11/29/2022 18:57,1,1,NPOC,67.16,13.95,NPOC:14.40mg/L TN:1.401mg/L,0.601,0.87,1,50
