Type,Anal.,Sample Name,Sample ID,Origin,Cal. Curve,Manual Dilution,Notes,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Conc.,Result,SD Area,CV Area,Excluded,Inj. Vol.
Unknown,NPOC/TN,80,80,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 19:05,1,3,NPOC,63.52,13.19,NPOC:13.12mg/L TN:1.977mg/L,0.6243,0.99,0,50
Unknown,NPOC/TN,80,80,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 18:56,1,1,TN,12.46,1.963,NPOC:13.12mg/L TN:1.977mg/L,0.145,1.15,0,50
Unknown,NPOC/TN,80,80,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:00,1,2,TN,12.75,1.991,NPOC:13.12mg/L TN:1.977mg/L,0.145,1.15,0,50
Unknown,NPOC/TN,80,80,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:05,1,3,TN,12.61,1.977,NPOC:13.12mg/L TN:1.977mg/L,0.145,1.15,0,50
Unknown,NPOC/TN,96,96,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 19:14,1,1,NPOC,122.6,25.59,NPOC:25.63mg/L TN:1.652mg/L,0.4726,0.38,0,50
Unknown,NPOC/TN,96,96,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 19:18,1,2,NPOC,123.3,25.74,NPOC:25.63mg/L TN:1.652mg/L,0.4726,0.38,0,50
Unknown,NPOC/TN,96,96,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 19:23,1,3,NPOC,122.4,25.55,NPOC:25.63mg/L TN:1.652mg/L,0.4726,0.38,0,50
Unknown,NPOC/TN,96,96,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:14,1,1,TN,9.311,1.661,NPOC:25.63mg/L TN:1.652mg/L,0.08177,0.89,0,50
Unknown,NPOC/TN,96,96,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:18,1,2,TN,9.173,1.648,NPOC:25.63mg/L TN:1.652mg/L,0.08177,0.89,0,50
Unknown,NPOC/TN,96,96,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:23,1,3,TN,9.166,1.647,NPOC:25.63mg/L TN:1.652mg/L,0.08177,0.89,0,50
Unknown,NPOC/TN,93,93,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 19:32,1,1,NPOC,33.82,6.951,NPOC:7.104mg/L TN:1.158mg/L,0.6296,1.82,0,50
Unknown,NPOC/TN,93,93,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 19:36,1,2,NPOC,34.93,7.184,NPOC:7.104mg/L TN:1.158mg/L,0.6296,1.82,0,50
Unknown,NPOC/TN,93,93,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 19:41,1,3,NPOC,34.89,7.176,NPOC:7.104mg/L TN:1.158mg/L,0.6296,1.82,0,50
Unknown,NPOC/TN,93,93,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:32,1,1,TN,3.901,1.142,NPOC:7.104mg/L TN:1.158mg/L,0.2115,5.2,0,50
Unknown,NPOC/TN,93,93,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:36,1,2,TN,4.304,1.181,NPOC:7.104mg/L TN:1.158mg/L,0.2115,5.2,0,50
Unknown,NPOC/TN,93,93,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:41,1,3,TN,3.991,1.151,NPOC:7.104mg/L TN:1.158mg/L,0.2115,5.2,0,50
Unknown,NPOC/TN,93,93,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:47,1,4,TN,0.0619,0.7739,NPOC:7.104mg/L TN:1.158mg/L,0.2115,5.2,1,50
Unknown,NPOC/TN,98,98,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 19:56,1,1,NPOC,107.3,22.38,NPOC:22.33mg/L TN:1.677mg/L,0.7767,0.73,0,50
Unknown,NPOC/TN,98,98,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 20:00,1,2,NPOC,107.7,22.46,NPOC:22.33mg/L TN:1.677mg/L,0.7767,0.73,0,50
Unknown,NPOC/TN,98,98,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 20:04,1,3,NPOC,106.2,22.15,NPOC:22.33mg/L TN:1.677mg/L,0.7767,0.73,0,50
Unknown,NPOC/TN,98,98,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 19:56,1,1,TN,9.86,1.714,NPOC:22.33mg/L TN:1.677mg/L,0.4134,4.36,0,50
Unknown,NPOC/TN,98,98,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:00,1,2,TN,9.526,1.682,NPOC:22.33mg/L TN:1.677mg/L,0.4134,4.36,0,50
Unknown,NPOC/TN,98,98,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:04,1,3,TN,9.038,1.635,NPOC:22.33mg/L TN:1.677mg/L,0.4134,4.36,0,50
Unknown,NPOC/TN,98,98,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:11,1,4,TN,0,0.7679,NPOC:22.33mg/L TN:1.677mg/L,0.4134,4.36,1,50
Unknown,NPOC/TN,70,70,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 20:20,1,1,NPOC,105.1,21.92,NPOC:21.72mg/L TN:1.331mg/L,1.531,1.47,0,50
Unknown,NPOC/TN,70,70,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 20:24,1,2,NPOC,105,21.9,NPOC:21.72mg/L TN:1.331mg/L,1.531,1.47,0,50
Unknown,NPOC/TN,70,70,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 20:28,1,3,NPOC,102.4,21.35,NPOC:21.72mg/L TN:1.331mg/L,1.531,1.47,0,50
Unknown,NPOC/TN,70,70,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:20,1,1,TN,5.935,1.337,NPOC:21.72mg/L TN:1.331mg/L,0.1747,2.97,0,50
Unknown,NPOC/TN,70,70,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:24,1,2,TN,6.013,1.345,NPOC:21.72mg/L TN:1.331mg/L,0.1747,2.97,0,50
Unknown,NPOC/TN,70,70,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:28,1,3,TN,5.679,1.313,NPOC:21.72mg/L TN:1.331mg/L,0.1747,2.97,0,50
Unknown,NPOC/TN,70,70,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:35,1,4,TN,0.1114,0.7786,NPOC:21.72mg/L TN:1.331mg/L,0.1747,2.97,1,50
Unknown,NPOC/TN,94,94,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 20:44,1,1,NPOC,46.61,9.637,NPOC:9.602mg/L TN:1.421mg/L,0.7976,1.72,0,50
Unknown,NPOC/TN,94,94,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 20:48,1,2,NPOC,47.15,9.75,NPOC:9.602mg/L TN:1.421mg/L,0.7976,1.72,0,50
Unknown,NPOC/TN,94,94,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 20:52,1,3,NPOC,45.58,9.42,NPOC:9.602mg/L TN:1.421mg/L,0.7976,1.72,0,50
Unknown,NPOC/TN,94,94,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:44,1,1,TN,6.855,1.425,NPOC:9.602mg/L TN:1.421mg/L,0.1176,1.73,0,50
Unknown,NPOC/TN,94,94,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:48,1,2,TN,6.905,1.43,NPOC:9.602mg/L TN:1.421mg/L,0.1176,1.73,0,50
Unknown,NPOC/TN,94,94,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 20:52,1,3,TN,6.681,1.409,NPOC:9.602mg/L TN:1.421mg/L,0.1176,1.73,0,50
Unknown,NPOC/TN,85,85,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:01,1,1,NPOC,44.04,9.097,NPOC:9.087mg/L TN:1.199mg/L,0.04163,0.09,0,50
Unknown,NPOC/TN,85,85,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:06,1,2,NPOC,43.98,9.085,NPOC:9.087mg/L TN:1.199mg/L,0.04163,0.09,0,50
Unknown,NPOC/TN,85,85,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:10,1,3,NPOC,43.96,9.08,NPOC:9.087mg/L TN:1.199mg/L,0.04163,0.09,0,50
Unknown,NPOC/TN,85,85,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:01,1,1,TN,4.75,1.223,NPOC:9.087mg/L TN:1.199mg/L,0.222,4.94,0,50
Unknown,NPOC/TN,85,85,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:06,1,2,TN,4.383,1.188,NPOC:9.087mg/L TN:1.199mg/L,0.222,4.94,0,50
Unknown,NPOC/TN,85,85,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:10,1,3,TN,4.35,1.185,NPOC:9.087mg/L TN:1.199mg/L,0.222,4.94,0,50
Unknown,NPOC/TN,85,85,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:16,1,4,TN,0.1682,0.7841,NPOC:9.087mg/L TN:1.199mg/L,0.222,4.94,1,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:25,1,1,NPOC,4.422,0.7794,NPOC:0.7249mg/L TN:0.7850mg/L,0.1556,3.74,1,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:29,1,2,NPOC,4.05,0.7013,NPOC:0.7249mg/L TN:0.7850mg/L,0.1556,3.74,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:34,1,3,NPOC,4.34,0.7622,NPOC:0.7249mg/L TN:0.7850mg/L,0.1556,3.74,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:38,1,4,NPOC,4.097,0.7112,NPOC:0.7249mg/L TN:0.7850mg/L,0.1556,3.74,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:25,1,1,TN,0.7019,0.8352,NPOC:0.7249mg/L TN:0.7850mg/L,0.07618,42.73,1,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:29,1,2,TN,0.0919,0.7767,NPOC:0.7249mg/L TN:0.7850mg/L,0.07618,42.73,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:34,1,3,TN,0.2072,0.7878,NPOC:0.7249mg/L TN:0.7850mg/L,0.07618,42.73,0,50
Unknown,NPOC/TN,MilliQ,MilliQ,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:38,1,4,TN,0.2358,0.7905,NPOC:0.7249mg/L TN:0.7850mg/L,0.07618,42.73,0,50
Unknown,NPOC/TN,50 ppm N standard,50 ppm N standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:48,1,1,NPOC,4.642,0.8256,NPOC:0.8042mg/L TN:55.27mg/L,0.1172,2.58,0,50
Unknown,NPOC/TN,50 ppm N standard,50 ppm N standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:53,1,2,NPOC,4.566,0.8096,NPOC:0.8042mg/L TN:55.27mg/L,0.1172,2.58,0,50
Unknown,NPOC/TN,50 ppm N standard,50 ppm N standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 21:57,1,3,NPOC,5.1,0.9217,NPOC:0.8042mg/L TN:55.27mg/L,0.1172,2.58,1,50
Unknown,NPOC/TN,50 ppm N standard,50 ppm N standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 22:02,1,4,NPOC,4.412,0.7773,NPOC:0.8042mg/L TN:55.27mg/L,0.1172,2.58,0,50
Unknown,NPOC/TN,50 ppm N standard,50 ppm N standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:48,1,1,TN,573.8,55.8,NPOC:0.8042mg/L TN:55.27mg/L,5.451,0.96,0,50
Unknown,NPOC/TN,50 ppm N standard,50 ppm N standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:53,1,2,TN,568.2,55.26,NPOC:0.8042mg/L TN:55.27mg/L,5.451,0.96,0,50
Unknown,NPOC/TN,50 ppm N standard,50 ppm N standard,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 21:57,1,3,TN,562.9,54.75,NPOC:0.8042mg/L TN:55.27mg/L,5.451,0.96,0,50
Unknown,NPOC/TN,103,103,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 22:11,1,1,NPOC,76.95,16.01,NPOC:16.15mg/L TN:1.282mg/L,1.233,1.59,0,50
Unknown,NPOC/TN,103,103,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 22:15,1,2,NPOC,79.07,16.45,NPOC:16.15mg/L TN:1.282mg/L,1.233,1.59,0,50
Unknown,NPOC/TN,103,103,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 22:20,1,3,NPOC,76.92,16,NPOC:16.15mg/L TN:1.282mg/L,1.233,1.59,0,50
Unknown,NPOC/TN,103,103,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 22:11,1,1,TN,5.349,1.281,NPOC:16.15mg/L TN:1.282mg/L,0.1204,2.25,0,50
Unknown,NPOC/TN,103,103,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 22:15,1,2,TN,5.485,1.294,NPOC:16.15mg/L TN:1.282mg/L,0.1204,2.25,0,50
Unknown,NPOC/TN,103,103,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 22:20,1,3,TN,5.245,1.271,NPOC:16.15mg/L TN:1.282mg/L,0.1204,2.25,0,50
Unknown,NPOC/TN,103,103,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 22:26,1,4,TN,0.1196,0.7794,NPOC:16.15mg/L TN:1.282mg/L,0.1204,2.25,1,50
Unknown,NPOC/TN,179_4x,179,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 22:35,1,1,NPOC,24.03,4.896,NPOC:4.879mg/L TN:0.9176mg/L,0.2173,0.91,0,50
Unknown,NPOC/TN,179_4x,179,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 22:39,1,2,NPOC,24.76,5.049,NPOC:4.879mg/L TN:0.9176mg/L,0.2173,0.91,1,50
Unknown,NPOC/TN,179_4x,179,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 22:43,1,3,NPOC,23.7,4.827,NPOC:4.879mg/L TN:0.9176mg/L,0.2173,0.91,0,50
Unknown,NPOC/TN,179_4x,179,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-NPOC_syringe-sparge-III.2022_11_16_14_07_52.cal,1,,12/1/2022 22:47,1,4,NPOC,24.11,4.913,NPOC:4.879mg/L TN:0.9176mg/L,0.2173,0.91,0,50
Unknown,NPOC/TN,179_4x,179,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 22:35,1,1,TN,1.643,0.9255,NPOC:4.879mg/L TN:0.9176mg/L,0.1726,11.06,0,50
Unknown,NPOC/TN,179_4x,179,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 22:39,1,2,TN,1.676,0.9287,NPOC:4.879mg/L TN:0.9176mg/L,0.1726,11.06,0,50
Unknown,NPOC/TN,179_4x,179,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 22:43,1,3,TN,1.362,0.8986,NPOC:4.879mg/L TN:0.9176mg/L,0.1726,11.06,0,50
Unknown,NPOC/TN,179_4x,179,C:\TOC-L\Methods\Paterson-Rooney_NPOC-TN_11-16-2022_III.met,C:\TOC-L\CalCurves\Rooney-PhIr-2022-TN_syringe-sparge-III.2022_11_29_14_40_42.cal,1,,12/1/2022 22:47,1,4,TN,1.293,0.8919,NPOC:4.879mg/L TN:0.9176mg/L,0.1726,11.06,1,50
