"","Area","Site","Depth_cm","year","month","day","ICP","mean","sd","month2","date_plot","area_site"
"426","non-acidic tundra","Hydric",10,"2022","07","07","Ca_ug_mL",30.033,10.78,"July","July-07-2022","non-acidic tundra-Hydric"
"427","non-acidic tundra","Hydric",10,"2022","07","07","Fe_ug_mL",0.877,1.026,"July","July-07-2022","non-acidic tundra-Hydric"
"428","non-acidic tundra","Hydric",10,"2022","07","07","K_ug_mL",0.097,0.012,"July","July-07-2022","non-acidic tundra-Hydric"
"429","non-acidic tundra","Hydric",10,"2022","07","07","Mg_ug_mL",3.633,1.489,"July","July-07-2022","non-acidic tundra-Hydric"
"430","non-acidic tundra","Hydric",10,"2022","07","07","Mn_ug_mL",0.12,0.062,"July","July-07-2022","non-acidic tundra-Hydric"
"431","non-acidic tundra","Hydric",10,"2022","07","07","Na_ug_mL",0.31,0.04,"July","July-07-2022","non-acidic tundra-Hydric"
"432","non-acidic tundra","Hydric",10,"2022","07","07","P_ug_mL",0.005,0,"July","July-07-2022","non-acidic tundra-Hydric"
"433","non-acidic tundra","Hydric",10,"2022","07","12","Al_ug_mL",0.01,0,"July","July-12-2022","non-acidic tundra-Hydric"
"434","non-acidic tundra","Hydric",10,"2022","07","12","Ca_ug_mL",32.767,11.066,"July","July-12-2022","non-acidic tundra-Hydric"
"435","non-acidic tundra","Hydric",10,"2022","07","12","Fe_ug_mL",0.743,0.775,"July","July-12-2022","non-acidic tundra-Hydric"
"436","non-acidic tundra","Hydric",10,"2022","07","12","K_ug_mL",0.077,0.038,"July","July-12-2022","non-acidic tundra-Hydric"
"437","non-acidic tundra","Hydric",10,"2022","07","12","Mg_ug_mL",4.19,1.686,"July","July-12-2022","non-acidic tundra-Hydric"
"438","non-acidic tundra","Hydric",10,"2022","07","12","Mn_ug_mL",0.153,0.072,"July","July-12-2022","non-acidic tundra-Hydric"
"439","non-acidic tundra","Hydric",10,"2022","07","12","Na_ug_mL",0.323,0.064,"July","July-12-2022","non-acidic tundra-Hydric"
"440","non-acidic tundra","Hydric",10,"2022","07","12","P_ug_mL",0.005,0,"July","July-12-2022","non-acidic tundra-Hydric"
"441","non-acidic tundra","Hydric",10,"2022","07","19","Al_ug_mL",0.093,0.104,"July","July-19-2022","non-acidic tundra-Hydric"
"442","non-acidic tundra","Hydric",10,"2022","07","19","Ca_ug_mL",29.433,9.474,"July","July-19-2022","non-acidic tundra-Hydric"
"443","non-acidic tundra","Hydric",10,"2022","07","19","Fe_ug_mL",0.697,0.874,"July","July-19-2022","non-acidic tundra-Hydric"
"444","non-acidic tundra","Hydric",10,"2022","07","19","K_ug_mL",0.16,0.11,"July","July-19-2022","non-acidic tundra-Hydric"
"445","non-acidic tundra","Hydric",10,"2022","07","19","Mg_ug_mL",3.847,1.428,"July","July-19-2022","non-acidic tundra-Hydric"
"446","non-acidic tundra","Hydric",10,"2022","07","19","Mn_ug_mL",0.073,0.085,"July","July-19-2022","non-acidic tundra-Hydric"
"447","non-acidic tundra","Hydric",10,"2022","07","19","Na_ug_mL",0.36,0.035,"July","July-19-2022","non-acidic tundra-Hydric"
"448","non-acidic tundra","Hydric",10,"2022","07","19","P_ug_mL",0.005,0,"July","July-19-2022","non-acidic tundra-Hydric"
"449","non-acidic tundra","Hydric",10,"2022","07","26","Al_ug_mL",0.047,0.064,"July","July-26-2022","non-acidic tundra-Hydric"
"450","non-acidic tundra","Hydric",10,"2022","07","26","Ca_ug_mL",28.633,7.087,"July","July-26-2022","non-acidic tundra-Hydric"
"451","non-acidic tundra","Hydric",10,"2022","07","26","Fe_ug_mL",0.64,0.8,"July","July-26-2022","non-acidic tundra-Hydric"
"452","non-acidic tundra","Hydric",10,"2022","07","26","K_ug_mL",0.133,0.068,"July","July-26-2022","non-acidic tundra-Hydric"
"453","non-acidic tundra","Hydric",10,"2022","07","26","Mg_ug_mL",3.463,1.024,"July","July-26-2022","non-acidic tundra-Hydric"
"454","non-acidic tundra","Hydric",10,"2022","07","26","Mn_ug_mL",0.058,0.073,"July","July-26-2022","non-acidic tundra-Hydric"
"455","non-acidic tundra","Hydric",10,"2022","07","26","Na_ug_mL",0.38,0,"July","July-26-2022","non-acidic tundra-Hydric"
"456","non-acidic tundra","Hydric",10,"2022","07","26","P_ug_mL",0.005,0,"July","July-26-2022","non-acidic tundra-Hydric"
"457","non-acidic tundra","Hydric",10,"2022","08","07","Al_ug_mL",0.013,0.006,"August","August-07-2022","non-acidic tundra-Hydric"
"458","non-acidic tundra","Hydric",10,"2022","08","07","Ca_ug_mL",31.433,8.444,"August","August-07-2022","non-acidic tundra-Hydric"
"459","non-acidic tundra","Hydric",10,"2022","08","07","Fe_ug_mL",0.687,0.849,"August","August-07-2022","non-acidic tundra-Hydric"
"460","non-acidic tundra","Hydric",10,"2022","08","07","K_ug_mL",0.13,0.075,"August","August-07-2022","non-acidic tundra-Hydric"
"461","non-acidic tundra","Hydric",10,"2022","08","07","Mg_ug_mL",3.817,1.232,"August","August-07-2022","non-acidic tundra-Hydric"
"462","non-acidic tundra","Hydric",10,"2022","08","07","Mn_ug_mL",0.058,0.073,"August","August-07-2022","non-acidic tundra-Hydric"
"463","non-acidic tundra","Hydric",10,"2022","08","07","Na_ug_mL",0.51,0.079,"August","August-07-2022","non-acidic tundra-Hydric"
"464","non-acidic tundra","Hydric",10,"2022","08","07","P_ug_mL",0.005,0,"August","August-07-2022","non-acidic tundra-Hydric"
"465","non-acidic tundra","Hydric",10,"2022","09","23","Al_ug_mL",485,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"466","non-acidic tundra","Hydric",10,"2022","09","23","Ca_ug_mL",207,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"467","non-acidic tundra","Hydric",10,"2022","09","23","Fe_ug_mL",3.5,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"468","non-acidic tundra","Hydric",10,"2022","09","23","K_ug_mL",0.4,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"469","non-acidic tundra","Hydric",10,"2022","09","23","Mg_ug_mL",5.6,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"470","non-acidic tundra","Hydric",10,"2022","09","23","Mn_ug_mL",0.2,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"471","non-acidic tundra","Hydric",10,"2022","09","23","Na_ug_mL",9.5,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"472","non-acidic tundra","Hydric",10,"2022","09","23","P_ug_mL",0.05,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"473","non-acidic tundra","Hydric",20,"2022","06","29","Al_ug_mL",0.037,0.025,"June","June-29-2022","non-acidic tundra-Hydric"
"474","non-acidic tundra","Hydric",20,"2022","06","29","Ca_ug_mL",25.3,13.391,"June","June-29-2022","non-acidic tundra-Hydric"
"475","non-acidic tundra","Hydric",20,"2022","06","29","Fe_ug_mL",0.99,0.765,"June","June-29-2022","non-acidic tundra-Hydric"
"476","non-acidic tundra","Hydric",20,"2022","06","29","K_ug_mL",0.2,0.075,"June","June-29-2022","non-acidic tundra-Hydric"
"477","non-acidic tundra","Hydric",20,"2022","06","29","Mg_ug_mL",3.323,2.019,"June","June-29-2022","non-acidic tundra-Hydric"
"478","non-acidic tundra","Hydric",20,"2022","06","29","Mn_ug_mL",0.163,0.127,"June","June-29-2022","non-acidic tundra-Hydric"
"479","non-acidic tundra","Hydric",20,"2022","06","29","Na_ug_mL",0.403,0.217,"June","June-29-2022","non-acidic tundra-Hydric"
"480","non-acidic tundra","Hydric",20,"2022","06","29","P_ug_mL",0.005,0,"June","June-29-2022","non-acidic tundra-Hydric"
"481","non-acidic tundra","Hydric",20,"2022","07","07","Al_ug_mL",0.05,0.061,"July","July-07-2022","non-acidic tundra-Hydric"
"482","non-acidic tundra","Hydric",20,"2022","07","07","Ca_ug_mL",28.333,11.361,"July","July-07-2022","non-acidic tundra-Hydric"
"483","non-acidic tundra","Hydric",20,"2022","07","07","Fe_ug_mL",1.217,0.8,"July","July-07-2022","non-acidic tundra-Hydric"
"484","non-acidic tundra","Hydric",20,"2022","07","07","K_ug_mL",0.13,0.139,"July","July-07-2022","non-acidic tundra-Hydric"
"485","non-acidic tundra","Hydric",20,"2022","07","07","Mg_ug_mL",3.62,1.763,"July","July-07-2022","non-acidic tundra-Hydric"
"486","non-acidic tundra","Hydric",20,"2022","07","07","Mn_ug_mL",0.12,0.061,"July","July-07-2022","non-acidic tundra-Hydric"
"487","non-acidic tundra","Hydric",20,"2022","07","07","Na_ug_mL",0.397,0.175,"July","July-07-2022","non-acidic tundra-Hydric"
"488","non-acidic tundra","Hydric",20,"2022","07","07","P_ug_mL",0.005,0,"July","July-07-2022","non-acidic tundra-Hydric"
"489","non-acidic tundra","Hydric",20,"2022","07","12","Al_ug_mL",0.933,0.887,"July","July-12-2022","non-acidic tundra-Hydric"
"490","non-acidic tundra","Hydric",20,"2022","07","12","Ca_ug_mL",29.833,9.794,"July","July-12-2022","non-acidic tundra-Hydric"
"491","non-acidic tundra","Hydric",20,"2022","07","12","Fe_ug_mL",1.133,0.401,"July","July-12-2022","non-acidic tundra-Hydric"
"492","non-acidic tundra","Hydric",20,"2022","07","12","K_ug_mL",1.257,1.215,"July","July-12-2022","non-acidic tundra-Hydric"
"493","non-acidic tundra","Hydric",20,"2022","07","12","Mg_ug_mL",3.967,1.701,"July","July-12-2022","non-acidic tundra-Hydric"
"494","non-acidic tundra","Hydric",20,"2022","07","12","Mn_ug_mL",0.173,0.049,"July","July-12-2022","non-acidic tundra-Hydric"
"495","non-acidic tundra","Hydric",20,"2022","07","12","Na_ug_mL",0.947,0.403,"July","July-12-2022","non-acidic tundra-Hydric"
"496","non-acidic tundra","Hydric",20,"2022","07","12","P_ug_mL",0.015,0.013,"July","July-12-2022","non-acidic tundra-Hydric"
"497","non-acidic tundra","Hydric",20,"2022","07","19","Al_ug_mL",0.033,0.04,"July","July-19-2022","non-acidic tundra-Hydric"
"498","non-acidic tundra","Hydric",20,"2022","07","19","Ca_ug_mL",29.933,10.584,"July","July-19-2022","non-acidic tundra-Hydric"
"499","non-acidic tundra","Hydric",20,"2022","07","19","Fe_ug_mL",1.2,0.632,"July","July-19-2022","non-acidic tundra-Hydric"
"500","non-acidic tundra","Hydric",20,"2022","07","19","K_ug_mL",0.107,0.09,"July","July-19-2022","non-acidic tundra-Hydric"
"501","non-acidic tundra","Hydric",20,"2022","07","19","Mg_ug_mL",4.073,1.766,"July","July-19-2022","non-acidic tundra-Hydric"
"502","non-acidic tundra","Hydric",20,"2022","07","19","Mn_ug_mL",0.087,0.042,"July","July-19-2022","non-acidic tundra-Hydric"
"503","non-acidic tundra","Hydric",20,"2022","07","19","Na_ug_mL",0.403,0.166,"July","July-19-2022","non-acidic tundra-Hydric"
"504","non-acidic tundra","Hydric",20,"2022","07","19","P_ug_mL",0.005,0,"July","July-19-2022","non-acidic tundra-Hydric"
"505","non-acidic tundra","Hydric",20,"2022","07","26","Al_ug_mL",0.013,0.006,"July","July-26-2022","non-acidic tundra-Hydric"
"506","non-acidic tundra","Hydric",20,"2022","07","26","Ca_ug_mL",28.567,8.967,"July","July-26-2022","non-acidic tundra-Hydric"
"507","non-acidic tundra","Hydric",20,"2022","07","26","Fe_ug_mL",0.943,0.438,"July","July-26-2022","non-acidic tundra-Hydric"
"508","non-acidic tundra","Hydric",20,"2022","07","26","K_ug_mL",0.063,0.025,"July","July-26-2022","non-acidic tundra-Hydric"
"509","non-acidic tundra","Hydric",20,"2022","07","26","Mg_ug_mL",3.577,1.383,"July","July-26-2022","non-acidic tundra-Hydric"
"510","non-acidic tundra","Hydric",20,"2022","07","26","Mn_ug_mL",0.073,0.031,"July","July-26-2022","non-acidic tundra-Hydric"
"511","non-acidic tundra","Hydric",20,"2022","07","26","Na_ug_mL",0.397,0.144,"July","July-26-2022","non-acidic tundra-Hydric"
"512","non-acidic tundra","Hydric",20,"2022","07","26","P_ug_mL",0.005,0,"July","July-26-2022","non-acidic tundra-Hydric"
"513","non-acidic tundra","Hydric",20,"2022","08","07","Al_ug_mL",0.01,0,"August","August-07-2022","non-acidic tundra-Hydric"
"514","non-acidic tundra","Hydric",20,"2022","08","07","Ca_ug_mL",31.9,10.573,"August","August-07-2022","non-acidic tundra-Hydric"
"515","non-acidic tundra","Hydric",20,"2022","08","07","Fe_ug_mL",1.103,0.384,"August","August-07-2022","non-acidic tundra-Hydric"
"516","non-acidic tundra","Hydric",20,"2022","08","07","K_ug_mL",0.063,0.049,"August","August-07-2022","non-acidic tundra-Hydric"
"517","non-acidic tundra","Hydric",20,"2022","08","07","Mg_ug_mL",4.09,1.683,"August","August-07-2022","non-acidic tundra-Hydric"
"518","non-acidic tundra","Hydric",20,"2022","08","07","Mn_ug_mL",0.087,0.032,"August","August-07-2022","non-acidic tundra-Hydric"
"519","non-acidic tundra","Hydric",20,"2022","08","07","Na_ug_mL",0.48,0.115,"August","August-07-2022","non-acidic tundra-Hydric"
"520","non-acidic tundra","Hydric",20,"2022","08","07","P_ug_mL",0.005,0,"August","August-07-2022","non-acidic tundra-Hydric"
"521","non-acidic tundra","Hydric",20,"2022","09","23","Al_ug_mL",139,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"522","non-acidic tundra","Hydric",20,"2022","09","23","Ca_ug_mL",363,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"523","non-acidic tundra","Hydric",20,"2022","09","23","Fe_ug_mL",3,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"524","non-acidic tundra","Hydric",20,"2022","09","23","K_ug_mL",0.3,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"525","non-acidic tundra","Hydric",20,"2022","09","23","Mg_ug_mL",6.6,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"526","non-acidic tundra","Hydric",20,"2022","09","23","Mn_ug_mL",0.3,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"527","non-acidic tundra","Hydric",20,"2022","09","23","Na_ug_mL",7.7,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"528","non-acidic tundra","Hydric",20,"2022","09","23","P_ug_mL",0.1,NA,"September","September-23-2022","non-acidic tundra-Hydric"
"529","non-acidic tundra","Hydric",40,"2022","07","12","Al_ug_mL",0.74,NA,"July","July-12-2022","non-acidic tundra-Hydric"
"530","non-acidic tundra","Hydric",40,"2022","07","12","Ca_ug_mL",40,NA,"July","July-12-2022","non-acidic tundra-Hydric"
"531","non-acidic tundra","Hydric",40,"2022","07","12","Fe_ug_mL",5.35,NA,"July","July-12-2022","non-acidic tundra-Hydric"
"532","non-acidic tundra","Hydric",40,"2022","07","12","K_ug_mL",1.33,NA,"July","July-12-2022","non-acidic tundra-Hydric"
"533","non-acidic tundra","Hydric",40,"2022","07","12","Mg_ug_mL",3.95,NA,"July","July-12-2022","non-acidic tundra-Hydric"
"534","non-acidic tundra","Hydric",40,"2022","07","12","Mn_ug_mL",1.47,NA,"July","July-12-2022","non-acidic tundra-Hydric"
"535","non-acidic tundra","Hydric",40,"2022","07","12","Na_ug_mL",1.11,NA,"July","July-12-2022","non-acidic tundra-Hydric"
"536","non-acidic tundra","Hydric",40,"2022","07","12","P_ug_mL",0.02,NA,"July","July-12-2022","non-acidic tundra-Hydric"
"537","non-acidic tundra","Hydric",40,"2022","07","19","Al_ug_mL",0.02,0.014,"July","July-19-2022","non-acidic tundra-Hydric"
"538","non-acidic tundra","Hydric",40,"2022","07","19","Ca_ug_mL",32.7,14.991,"July","July-19-2022","non-acidic tundra-Hydric"
"539","non-acidic tundra","Hydric",40,"2022","07","19","Fe_ug_mL",3.465,1.039,"July","July-19-2022","non-acidic tundra-Hydric"
"540","non-acidic tundra","Hydric",40,"2022","07","19","K_ug_mL",0.2,0.141,"July","July-19-2022","non-acidic tundra-Hydric"
"541","non-acidic tundra","Hydric",40,"2022","07","19","Mg_ug_mL",3.36,1.131,"July","July-19-2022","non-acidic tundra-Hydric"
"542","non-acidic tundra","Hydric",40,"2022","07","19","Mn_ug_mL",1.15,0.905,"July","July-19-2022","non-acidic tundra-Hydric"
"543","non-acidic tundra","Hydric",40,"2022","07","19","Na_ug_mL",0.585,0.035,"July","July-19-2022","non-acidic tundra-Hydric"
"544","non-acidic tundra","Hydric",40,"2022","07","19","P_ug_mL",0.007,0.004,"July","July-19-2022","non-acidic tundra-Hydric"
"545","non-acidic tundra","Hydric",40,"2022","07","26","Al_ug_mL",0.02,0.017,"July","July-26-2022","non-acidic tundra-Hydric"
"546","non-acidic tundra","Hydric",40,"2022","07","26","Ca_ug_mL",37.433,16.293,"July","July-26-2022","non-acidic tundra-Hydric"
"547","non-acidic tundra","Hydric",40,"2022","07","26","Fe_ug_mL",3.597,1.41,"July","July-26-2022","non-acidic tundra-Hydric"
"548","non-acidic tundra","Hydric",40,"2022","07","26","K_ug_mL",0.22,0.229,"July","July-26-2022","non-acidic tundra-Hydric"
"549","non-acidic tundra","Hydric",40,"2022","07","26","Mg_ug_mL",3.953,1.965,"July","July-26-2022","non-acidic tundra-Hydric"
"550","non-acidic tundra","Hydric",40,"2022","07","26","Mn_ug_mL",0.993,0.647,"July","July-26-2022","non-acidic tundra-Hydric"
"551","non-acidic tundra","Hydric",40,"2022","07","26","Na_ug_mL",0.6,0.21,"July","July-26-2022","non-acidic tundra-Hydric"
"552","non-acidic tundra","Hydric",40,"2022","07","26","P_ug_mL",0.007,0.003,"July","July-26-2022","non-acidic tundra-Hydric"
"553","non-acidic tundra","Hydric",40,"2022","08","07","Al_ug_mL",0.023,0.006,"August","August-07-2022","non-acidic tundra-Hydric"
"554","non-acidic tundra","Hydric",40,"2022","08","07","Ca_ug_mL",36.267,18.597,"August","August-07-2022","non-acidic tundra-Hydric"
"555","non-acidic tundra","Hydric",40,"2022","08","07","Fe_ug_mL",5.223,1.988,"August","August-07-2022","non-acidic tundra-Hydric"
"556","non-acidic tundra","Hydric",40,"2022","08","07","K_ug_mL",0.077,0.021,"August","August-07-2022","non-acidic tundra-Hydric"
"557","non-acidic tundra","Hydric",40,"2022","08","07","Mg_ug_mL",3.797,2.11,"August","August-07-2022","non-acidic tundra-Hydric"
"558","non-acidic tundra","Hydric",40,"2022","08","07","Mn_ug_mL",0.85,0.615,"August","August-07-2022","non-acidic tundra-Hydric"
"559","non-acidic tundra","Hydric",40,"2022","08","07","Na_ug_mL",0.52,0.161,"August","August-07-2022","non-acidic tundra-Hydric"
"560","non-acidic tundra","Hydric",40,"2022","08","07","P_ug_mL",0.005,0,"August","August-07-2022","non-acidic tundra-Hydric"
"561","non-acidic tundra","Hydric",40,"2022","09","23","Al_ug_mL",203.6,287.651,"September","September-23-2022","non-acidic tundra-Hydric"
"562","non-acidic tundra","Hydric",40,"2022","09","23","Ca_ug_mL",58.45,32.88,"September","September-23-2022","non-acidic tundra-Hydric"
"563","non-acidic tundra","Hydric",40,"2022","09","23","Fe_ug_mL",5.85,0.919,"September","September-23-2022","non-acidic tundra-Hydric"
"564","non-acidic tundra","Hydric",40,"2022","09","23","K_ug_mL",0.15,0.071,"September","September-23-2022","non-acidic tundra-Hydric"
"565","non-acidic tundra","Hydric",40,"2022","09","23","Mg_ug_mL",3.4,0.283,"September","September-23-2022","non-acidic tundra-Hydric"
"566","non-acidic tundra","Hydric",40,"2022","09","23","Mn_ug_mL",0.8,0.283,"September","September-23-2022","non-acidic tundra-Hydric"
"567","non-acidic tundra","Hydric",40,"2022","09","23","Na_ug_mL",3.65,4.455,"September","September-23-2022","non-acidic tundra-Hydric"
"568","non-acidic tundra","Hydric",40,"2022","09","23","P_ug_mL",0.05,0,"September","September-23-2022","non-acidic tundra-Hydric"
"569","non-acidic tundra","Mesic",0,"2022","06","29","Al_ug_mL",0.04,0,"June","June-29-2022","non-acidic tundra-Mesic"
"570","non-acidic tundra","Mesic",0,"2022","06","29","Ca_ug_mL",5.32,0.354,"June","June-29-2022","non-acidic tundra-Mesic"
"571","non-acidic tundra","Mesic",0,"2022","06","29","Fe_ug_mL",0.03,0.028,"June","June-29-2022","non-acidic tundra-Mesic"
"572","non-acidic tundra","Mesic",0,"2022","06","29","K_ug_mL",0.085,0.049,"June","June-29-2022","non-acidic tundra-Mesic"
"573","non-acidic tundra","Mesic",0,"2022","06","29","Mg_ug_mL",0.695,0.049,"June","June-29-2022","non-acidic tundra-Mesic"
"574","non-acidic tundra","Mesic",0,"2022","06","29","Mn_ug_mL",0.007,0.005,"June","June-29-2022","non-acidic tundra-Mesic"
"575","non-acidic tundra","Mesic",0,"2022","06","29","Na_ug_mL",0.135,0.007,"June","June-29-2022","non-acidic tundra-Mesic"
"576","non-acidic tundra","Mesic",0,"2022","06","29","P_ug_mL",0.005,0,"June","June-29-2022","non-acidic tundra-Mesic"
"577","non-acidic tundra","Mesic",0,"2022","07","07","Al_ug_mL",0.03,0,"July","July-07-2022","non-acidic tundra-Mesic"
"578","non-acidic tundra","Mesic",0,"2022","07","07","Ca_ug_mL",6.43,0.382,"July","July-07-2022","non-acidic tundra-Mesic"
"579","non-acidic tundra","Mesic",0,"2022","07","07","Fe_ug_mL",0.025,0.007,"July","July-07-2022","non-acidic tundra-Mesic"
"580","non-acidic tundra","Mesic",0,"2022","07","07","K_ug_mL",0.075,0.035,"July","July-07-2022","non-acidic tundra-Mesic"
"581","non-acidic tundra","Mesic",0,"2022","07","07","Mg_ug_mL",0.815,0.078,"July","July-07-2022","non-acidic tundra-Mesic"
"582","non-acidic tundra","Mesic",0,"2022","07","07","Mn_ug_mL",0.003,0,"July","July-07-2022","non-acidic tundra-Mesic"
"583","non-acidic tundra","Mesic",0,"2022","07","07","Na_ug_mL",0.145,0.021,"July","July-07-2022","non-acidic tundra-Mesic"
"584","non-acidic tundra","Mesic",0,"2022","07","07","P_ug_mL",0.005,0,"July","July-07-2022","non-acidic tundra-Mesic"
"585","non-acidic tundra","Mesic",0,"2022","07","12","Al_ug_mL",0.05,0,"July","July-12-2022","non-acidic tundra-Mesic"
"586","non-acidic tundra","Mesic",0,"2022","07","12","Ca_ug_mL",7.78,1.457,"July","July-12-2022","non-acidic tundra-Mesic"
"587","non-acidic tundra","Mesic",0,"2022","07","12","Fe_ug_mL",0.05,0.014,"July","July-12-2022","non-acidic tundra-Mesic"
"588","non-acidic tundra","Mesic",0,"2022","07","12","K_ug_mL",0.06,0.014,"July","July-12-2022","non-acidic tundra-Mesic"
"589","non-acidic tundra","Mesic",0,"2022","07","12","Mg_ug_mL",0.99,0.198,"July","July-12-2022","non-acidic tundra-Mesic"
"590","non-acidic tundra","Mesic",0,"2022","07","12","Mn_ug_mL",0.003,0,"July","July-12-2022","non-acidic tundra-Mesic"
"591","non-acidic tundra","Mesic",0,"2022","07","12","Na_ug_mL",0.195,0.021,"July","July-12-2022","non-acidic tundra-Mesic"
"592","non-acidic tundra","Mesic",0,"2022","07","12","P_ug_mL",0.005,0,"July","July-12-2022","non-acidic tundra-Mesic"
"593","non-acidic tundra","Mesic",0,"2022","07","19","Al_ug_mL",0.04,0,"July","July-19-2022","non-acidic tundra-Mesic"
"594","non-acidic tundra","Mesic",0,"2022","07","19","Ca_ug_mL",7.315,1.365,"July","July-19-2022","non-acidic tundra-Mesic"
"595","non-acidic tundra","Mesic",0,"2022","07","19","Fe_ug_mL",0.04,0.014,"July","July-19-2022","non-acidic tundra-Mesic"
"596","non-acidic tundra","Mesic",0,"2022","07","19","K_ug_mL",0.05,0.014,"July","July-19-2022","non-acidic tundra-Mesic"
"597","non-acidic tundra","Mesic",0,"2022","07","19","Mg_ug_mL",0.965,0.191,"July","July-19-2022","non-acidic tundra-Mesic"
"598","non-acidic tundra","Mesic",0,"2022","07","19","Mn_ug_mL",0.007,0.005,"July","July-19-2022","non-acidic tundra-Mesic"
"599","non-acidic tundra","Mesic",0,"2022","07","19","Na_ug_mL",0.155,0.021,"July","July-19-2022","non-acidic tundra-Mesic"
"600","non-acidic tundra","Mesic",0,"2022","07","19","P_ug_mL",0.005,0,"July","July-19-2022","non-acidic tundra-Mesic"
"601","non-acidic tundra","Mesic",0,"2022","07","26","Al_ug_mL",0.055,0.007,"July","July-26-2022","non-acidic tundra-Mesic"
"602","non-acidic tundra","Mesic",0,"2022","07","26","Ca_ug_mL",7.5,1.131,"July","July-26-2022","non-acidic tundra-Mesic"
"603","non-acidic tundra","Mesic",0,"2022","07","26","Fe_ug_mL",0.04,0.014,"July","July-26-2022","non-acidic tundra-Mesic"
"604","non-acidic tundra","Mesic",0,"2022","07","26","K_ug_mL",0.075,0.021,"July","July-26-2022","non-acidic tundra-Mesic"
"605","non-acidic tundra","Mesic",0,"2022","07","26","Mg_ug_mL",0.97,0.085,"July","July-26-2022","non-acidic tundra-Mesic"
"606","non-acidic tundra","Mesic",0,"2022","07","26","Mn_ug_mL",0.003,0,"July","July-26-2022","non-acidic tundra-Mesic"
"607","non-acidic tundra","Mesic",0,"2022","07","26","Na_ug_mL",0.165,0.021,"July","July-26-2022","non-acidic tundra-Mesic"
"608","non-acidic tundra","Mesic",0,"2022","07","26","P_ug_mL",0.007,0.004,"July","July-26-2022","non-acidic tundra-Mesic"
"609","non-acidic tundra","Mesic",0,"2022","08","07","Al_ug_mL",0.065,0.007,"August","August-07-2022","non-acidic tundra-Mesic"
"610","non-acidic tundra","Mesic",0,"2022","08","07","Ca_ug_mL",7.68,1.372,"August","August-07-2022","non-acidic tundra-Mesic"
"611","non-acidic tundra","Mesic",0,"2022","08","07","Fe_ug_mL",0.105,0.021,"August","August-07-2022","non-acidic tundra-Mesic"
"612","non-acidic tundra","Mesic",0,"2022","08","07","K_ug_mL",0.17,0.057,"August","August-07-2022","non-acidic tundra-Mesic"
"613","non-acidic tundra","Mesic",0,"2022","08","07","Mg_ug_mL",0.99,0.156,"August","August-07-2022","non-acidic tundra-Mesic"
"614","non-acidic tundra","Mesic",0,"2022","08","07","Mn_ug_mL",0.03,0.028,"August","August-07-2022","non-acidic tundra-Mesic"
"615","non-acidic tundra","Mesic",0,"2022","08","07","Na_ug_mL",0.17,0.028,"August","August-07-2022","non-acidic tundra-Mesic"
"616","non-acidic tundra","Mesic",0,"2022","08","07","P_ug_mL",0.01,0,"August","August-07-2022","non-acidic tundra-Mesic"
"617","non-acidic tundra","Mesic",10,"2022","06","29","Al_ug_mL",0.265,0.318,"June","June-29-2022","non-acidic tundra-Mesic"
"618","non-acidic tundra","Mesic",10,"2022","06","29","Ca_ug_mL",5.995,1.28,"June","June-29-2022","non-acidic tundra-Mesic"
"619","non-acidic tundra","Mesic",10,"2022","06","29","Fe_ug_mL",0.12,0.127,"June","June-29-2022","non-acidic tundra-Mesic"
"620","non-acidic tundra","Mesic",10,"2022","06","29","K_ug_mL",0.755,0.856,"June","June-29-2022","non-acidic tundra-Mesic"
"621","non-acidic tundra","Mesic",10,"2022","06","29","Mg_ug_mL",0.73,0.085,"June","June-29-2022","non-acidic tundra-Mesic"
"622","non-acidic tundra","Mesic",10,"2022","06","29","Mn_ug_mL",0.215,0.276,"June","June-29-2022","non-acidic tundra-Mesic"
"623","non-acidic tundra","Mesic",10,"2022","06","29","Na_ug_mL",0.48,0.453,"June","June-29-2022","non-acidic tundra-Mesic"
"624","non-acidic tundra","Mesic",10,"2022","06","29","P_ug_mL",0.017,0.018,"June","June-29-2022","non-acidic tundra-Mesic"
"625","non-acidic tundra","Mesic",10,"2022","07","07","Al_ug_mL",0.03,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"626","non-acidic tundra","Mesic",10,"2022","07","07","Ca_ug_mL",6.15,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"627","non-acidic tundra","Mesic",10,"2022","07","07","Fe_ug_mL",0.02,NA,"July","July-07-2022","non-acidic tundra-Mesic"
