"","X","ID","Area","Site","Plot","Sample","date","Betterdate","ICP","concentration","month","area_site"
"498",1138,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","calcium",38.31619314,"july","West-Hydric"
"499",1139,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","iron",0.115,"july","West-Hydric"
"500",1140,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","potassium",0.57,"july","West-Hydric"
"501",1141,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","magnesium",5.068,"july","West-Hydric"
"502",1142,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","manganese",0.03,"july","West-Hydric"
"503",1143,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","sodium",0.05,"july","West-Hydric"
"504",1144,143,"West","Hydric","3","Jul-31","7-31-2021","2021-07-31","phosphorus",0.05,"july","West-Hydric"
"505",1258,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","calcium",11.006,"august","East-Dry"
"506",1259,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","iron",0.257,"august","East-Dry"
"507",1260,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","potassium",0.616,"august","East-Dry"
"508",1261,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","magnesium",1.33,"august","East-Dry"
"509",1262,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","manganese",0.03,"august","East-Dry"
"510",1263,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","sodium",0.945,"august","East-Dry"
"511",1264,158,"East","Dry","1","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","East-Dry"
"512",1266,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","calcium",4.938,"august","East-Dry"
"513",1267,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","iron",0.777,"august","East-Dry"
"514",1268,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","potassium",0.713,"august","East-Dry"
"515",1269,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","magnesium",0.869,"august","East-Dry"
"516",1270,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","manganese",0.03,"august","East-Dry"
"517",1271,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","sodium",1.893,"august","East-Dry"
"518",1272,159,"East","Dry","3","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","East-Dry"
"519",1274,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","calcium",3.234,"august","East-Mesic"
"520",1275,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","iron",0.773,"august","East-Mesic"
"521",1276,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","potassium",1.095,"august","East-Mesic"
"522",1277,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","magnesium",0.745,"august","East-Mesic"
"523",1278,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","manganese",0.03,"august","East-Mesic"
"524",1279,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","sodium",0.792,"august","East-Mesic"
"525",1280,160,"East","Mesic","1","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","East-Mesic"
"526",1282,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","calcium",6.396,"august","East-Mesic"
"527",1283,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","iron",1.857,"august","East-Mesic"
"528",1284,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","potassium",1.92,"august","East-Mesic"
"529",1285,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","magnesium",1.521,"august","East-Mesic"
"530",1286,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","manganese",0.282,"august","East-Mesic"
"531",1287,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","sodium",1.167,"august","East-Mesic"
"532",1288,161,"East","Mesic","2","Aug-7","8-7-2021","2021-08-07","phosphorus",0.051,"august","East-Mesic"
"533",1290,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","calcium",4.942,"august","East-Mesic"
"534",1291,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","iron",0.746,"august","East-Mesic"
"535",1292,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","potassium",1.3,"august","East-Mesic"
"536",1293,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","magnesium",1.229,"august","East-Mesic"
"537",1294,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","manganese",0.175,"august","East-Mesic"
"538",1295,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","sodium",0.846,"august","East-Mesic"
"539",1296,162,"East","Mesic","3","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","East-Mesic"
"540",1298,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","calcium",2.307,"august","East-Hydric"
"541",1299,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","iron",0.869,"august","East-Hydric"
"542",1300,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","potassium",0.373,"august","East-Hydric"
"543",1301,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","magnesium",0.538,"august","East-Hydric"
"544",1302,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","manganese",0.074,"august","East-Hydric"
"545",1303,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","sodium",0.589,"august","East-Hydric"
"546",1304,163,"East","Hydric","1","Aug-7","8-7-2021","2021-08-07","phosphorus",0.057,"august","East-Hydric"
"547",1306,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","calcium",4.012,"august","East-Hydric"
"548",1307,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","iron",2.05,"august","East-Hydric"
"549",1308,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","potassium",0.371,"august","East-Hydric"
"550",1309,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","magnesium",0.748,"august","East-Hydric"
"551",1310,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","manganese",0.203,"august","East-Hydric"
"552",1311,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","sodium",0.683,"august","East-Hydric"
"553",1312,164,"East","Hydric","2","Aug-7","8-7-2021","2021-08-07","phosphorus",0.052,"august","East-Hydric"
"554",1314,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","calcium",5.674,"august","East-Hydric"
"555",1315,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","iron",1.772,"august","East-Hydric"
"556",1316,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","potassium",0.81,"august","East-Hydric"
"557",1317,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","magnesium",1.425,"august","East-Hydric"
"558",1318,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","manganese",3.576,"august","East-Hydric"
"559",1319,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","sodium",0.721,"august","East-Hydric"
"560",1320,165,"East","Hydric","3","Aug-7","8-7-2021","2021-08-07","phosphorus",0.068,"august","East-Hydric"
"561",1394,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","calcium",14.37545951,"august","West-Dry"
"562",1395,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","iron",5.158,"august","West-Dry"
"563",1396,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","potassium",0.567,"august","West-Dry"
"564",1397,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","magnesium",1.928,"august","West-Dry"
"565",1398,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","manganese",0.085,"august","West-Dry"
"566",1399,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","sodium",1.015,"august","West-Dry"
"567",1400,175,"West","Dry","1","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","West-Dry"
"568",1402,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","calcium",9.522,"august","West-Dry"
"569",1403,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","iron",2.19,"august","West-Dry"
"570",1404,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","potassium",0.342,"august","West-Dry"
"571",1405,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","magnesium",1.167,"august","West-Dry"
"572",1406,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","manganese",0.03,"august","West-Dry"
"573",1407,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","sodium",1.483,"august","West-Dry"
"574",1408,176,"West","Dry","2","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","West-Dry"
"575",1410,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","calcium",10.086,"august","West-Dry"
"576",1411,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","iron",2.342,"august","West-Dry"
"577",1412,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","potassium",0.509,"august","West-Dry"
"578",1413,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","magnesium",1.106,"august","West-Dry"
"579",1414,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","manganese",0.058,"august","West-Dry"
"580",1415,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","sodium",0.752,"august","West-Dry"
"581",1416,177,"West","Dry","3","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","West-Dry"
"582",1418,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","calcium",13.48353432,"august","West-Mesic"
"583",1419,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","iron",1.937,"august","West-Mesic"
"584",1420,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","potassium",0.463,"august","West-Mesic"
"585",1421,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","magnesium",1.728,"august","West-Mesic"
"586",1422,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","manganese",0.03,"august","West-Mesic"
"587",1423,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","sodium",0.909,"august","West-Mesic"
"588",1424,178,"West","Mesic","1","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","West-Mesic"
"589",1426,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","calcium",8.757,"august","West-Mesic"
"590",1427,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","iron",2.444,"august","West-Mesic"
"591",1428,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","potassium",0.816,"august","West-Mesic"
"592",1429,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","magnesium",1.139,"august","West-Mesic"
"593",1430,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","manganese",0.03,"august","West-Mesic"
"594",1431,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","sodium",1.157,"august","West-Mesic"
"595",1432,179,"West","Mesic","2","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","West-Mesic"
"596",1434,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","calcium",7.679,"august","West-Mesic"
"597",1435,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","iron",2.301,"august","West-Mesic"
"598",1436,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","potassium",0.534,"august","West-Mesic"
"599",1437,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","magnesium",0.984,"august","West-Mesic"
"600",1438,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","manganese",0.03,"august","West-Mesic"
"601",1439,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","sodium",0.851,"august","West-Mesic"
"602",1440,180,"West","Mesic","3","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","West-Mesic"
"603",1442,181,"West","Hydric","1","Aug-7","8-7-2021","2021-08-07","calcium",38.07227161,"august","West-Hydric"
"604",1443,181,"West","Hydric","1","Aug-7","8-7-2021","2021-08-07","iron",3.941,"august","West-Hydric"
"605",1444,181,"West","Hydric","1","Aug-7","8-7-2021","2021-08-07","potassium",0.409,"august","West-Hydric"
"606",1445,181,"West","Hydric","1","Aug-7","8-7-2021","2021-08-07","magnesium",5.176,"august","West-Hydric"
"607",1446,181,"West","Hydric","1","Aug-7","8-7-2021","2021-08-07","manganese",0.178,"august","West-Hydric"
"608",1447,181,"West","Hydric","1","Aug-7","8-7-2021","2021-08-07","sodium",0.976,"august","West-Hydric"
"609",1448,181,"West","Hydric","1","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","West-Hydric"
"610",1450,182,"West","Hydric","2","Aug-7","8-7-2021","2021-08-07","calcium",24.93138918,"august","West-Hydric"
"611",1451,182,"West","Hydric","2","Aug-7","8-7-2021","2021-08-07","iron",4.249,"august","West-Hydric"
"612",1452,182,"West","Hydric","2","Aug-7","8-7-2021","2021-08-07","potassium",0.489,"august","West-Hydric"
"613",1453,182,"West","Hydric","2","Aug-7","8-7-2021","2021-08-07","magnesium",2.83,"august","West-Hydric"
"614",1454,182,"West","Hydric","2","Aug-7","8-7-2021","2021-08-07","manganese",0.157,"august","West-Hydric"
"615",1455,182,"West","Hydric","2","Aug-7","8-7-2021","2021-08-07","sodium",0.877,"august","West-Hydric"
"616",1456,182,"West","Hydric","2","Aug-7","8-7-2021","2021-08-07","phosphorus",0.05,"august","West-Hydric"
"617",1546,194,"East","Mesic","1","Aug-10","8-10-2021","2021-08-10","calcium",5.44,"august","East-Mesic"
"618",1547,194,"East","Mesic","1","Aug-10","8-10-2021","2021-08-10","iron",2.172,"august","East-Mesic"
"619",1548,194,"East","Mesic","1","Aug-10","8-10-2021","2021-08-10","potassium",0.888,"august","East-Mesic"
"620",1549,194,"East","Mesic","1","Aug-10","8-10-2021","2021-08-10","magnesium",0.83,"august","East-Mesic"
"621",1550,194,"East","Mesic","1","Aug-10","8-10-2021","2021-08-10","manganese",0.113,"august","East-Mesic"
"622",1551,194,"East","Mesic","1","Aug-10","8-10-2021","2021-08-10","sodium",1.226,"august","East-Mesic"
"623",1552,194,"East","Mesic","1","Aug-10","8-10-2021","2021-08-10","phosphorus",0.066,"august","East-Mesic"
"624",1554,195,"East","Hydric","1","Aug-10","8-10-2021","2021-08-10","calcium",2.61,"august","East-Hydric"
"625",1555,195,"East","Hydric","1","Aug-10","8-10-2021","2021-08-10","iron",1.773,"august","East-Hydric"
"626",1556,195,"East","Hydric","1","Aug-10","8-10-2021","2021-08-10","potassium",0.872,"august","East-Hydric"
"627",1557,195,"East","Hydric","1","Aug-10","8-10-2021","2021-08-10","magnesium",0.587,"august","East-Hydric"
"628",1558,195,"East","Hydric","1","Aug-10","8-10-2021","2021-08-10","manganese",0.207,"august","East-Hydric"
"629",1559,195,"East","Hydric","1","Aug-10","8-10-2021","2021-08-10","sodium",0.876,"august","East-Hydric"
"630",1560,195,"East","Hydric","1","Aug-10","8-10-2021","2021-08-10","phosphorus",0.05,"august","East-Hydric"
"631",1562,196,"East","Hydric","2","Aug-10","8-10-2021","2021-08-10","calcium",3.988,"august","East-Hydric"
"632",1563,196,"East","Hydric","2","Aug-10","8-10-2021","2021-08-10","iron",3.775,"august","East-Hydric"
"633",1564,196,"East","Hydric","2","Aug-10","8-10-2021","2021-08-10","potassium",2.075,"august","East-Hydric"
"634",1565,196,"East","Hydric","2","Aug-10","8-10-2021","2021-08-10","magnesium",0.771,"august","East-Hydric"
"635",1566,196,"East","Hydric","2","Aug-10","8-10-2021","2021-08-10","manganese",0.592,"august","East-Hydric"
"636",1567,196,"East","Hydric","2","Aug-10","8-10-2021","2021-08-10","sodium",1.26,"august","East-Hydric"
"637",1568,196,"East","Hydric","2","Aug-10","8-10-2021","2021-08-10","phosphorus",0.157,"august","East-Hydric"
"638",1570,197,"East","Hydric","3","Aug-10","8-10-2021","2021-08-10","calcium",6.069,"august","East-Hydric"
"639",1571,197,"East","Hydric","3","Aug-10","8-10-2021","2021-08-10","iron",3.021,"august","East-Hydric"
"640",1572,197,"East","Hydric","3","Aug-10","8-10-2021","2021-08-10","potassium",2.124,"august","East-Hydric"
"641",1573,197,"East","Hydric","3","Aug-10","8-10-2021","2021-08-10","magnesium",1.238,"august","East-Hydric"
"642",1574,197,"East","Hydric","3","Aug-10","8-10-2021","2021-08-10","manganese",2.604,"august","East-Hydric"
"643",1575,197,"East","Hydric","3","Aug-10","8-10-2021","2021-08-10","sodium",1.792,"august","East-Hydric"
"644",1576,197,"East","Hydric","3","Aug-10","8-10-2021","2021-08-10","phosphorus",0.061,"august","East-Hydric"
"645",1650,207,"West","Dry","1","Aug-10","8-10-2021","2021-08-10","calcium",11.69410408,"august","West-Dry"
"646",1651,207,"West","Dry","1","Aug-10","8-10-2021","2021-08-10","iron",2.985,"august","West-Dry"
"647",1652,207,"West","Dry","1","Aug-10","8-10-2021","2021-08-10","potassium",0.439,"august","West-Dry"
"648",1653,207,"West","Dry","1","Aug-10","8-10-2021","2021-08-10","magnesium",1.738,"august","West-Dry"
"649",1654,207,"West","Dry","1","Aug-10","8-10-2021","2021-08-10","manganese",0.051,"august","West-Dry"
"650",1655,207,"West","Dry","1","Aug-10","8-10-2021","2021-08-10","sodium",0.972,"august","West-Dry"
"651",1656,207,"West","Dry","1","Aug-10","8-10-2021","2021-08-10","phosphorus",0.05,"august","West-Dry"
"652",1658,208,"West","Dry","2","Aug-10","8-10-2021","2021-08-10","calcium",10.417,"august","West-Dry"
"653",1659,208,"West","Dry","2","Aug-10","8-10-2021","2021-08-10","iron",0.852,"august","West-Dry"
"654",1660,208,"West","Dry","2","Aug-10","8-10-2021","2021-08-10","potassium",0.958,"august","West-Dry"
"655",1661,208,"West","Dry","2","Aug-10","8-10-2021","2021-08-10","magnesium",1.337,"august","West-Dry"
"656",1662,208,"West","Dry","2","Aug-10","8-10-2021","2021-08-10","manganese",0.03,"august","West-Dry"
"657",1663,208,"West","Dry","2","Aug-10","8-10-2021","2021-08-10","sodium",0.852,"august","West-Dry"
"658",1664,208,"West","Dry","2","Aug-10","8-10-2021","2021-08-10","phosphorus",0.05,"august","West-Dry"
"659",1666,209,"West","Mesic","1","Aug-10","8-10-2021","2021-08-10","calcium",13.48226624,"august","West-Mesic"
"660",1667,209,"West","Mesic","1","Aug-10","8-10-2021","2021-08-10","iron",1.04,"august","West-Mesic"
"661",1668,209,"West","Mesic","1","Aug-10","8-10-2021","2021-08-10","potassium",2.661,"august","West-Mesic"
"662",1669,209,"West","Mesic","1","Aug-10","8-10-2021","2021-08-10","magnesium",2.293,"august","West-Mesic"
"663",1670,209,"West","Mesic","1","Aug-10","8-10-2021","2021-08-10","manganese",0.03,"august","West-Mesic"
"664",1671,209,"West","Mesic","1","Aug-10","8-10-2021","2021-08-10","sodium",1.421,"august","West-Mesic"
"665",1672,209,"West","Mesic","1","Aug-10","8-10-2021","2021-08-10","phosphorus",0.058,"august","West-Mesic"
"666",1674,210,"West","Mesic","2","Aug-10","8-10-2021","2021-08-10","calcium",9.43,"august","West-Mesic"
"667",1675,210,"West","Mesic","2","Aug-10","8-10-2021","2021-08-10","iron",0.922,"august","West-Mesic"
"668",1676,210,"West","Mesic","2","Aug-10","8-10-2021","2021-08-10","potassium",1.81,"august","West-Mesic"
"669",1677,210,"West","Mesic","2","Aug-10","8-10-2021","2021-08-10","magnesium",1.243,"august","West-Mesic"
"670",1678,210,"West","Mesic","2","Aug-10","8-10-2021","2021-08-10","manganese",0.03,"august","West-Mesic"
"671",1679,210,"West","Mesic","2","Aug-10","8-10-2021","2021-08-10","sodium",1.65,"august","West-Mesic"
"672",1680,210,"West","Mesic","2","Aug-10","8-10-2021","2021-08-10","phosphorus",0.05,"august","West-Mesic"
"673",1682,211,"West","Mesic","3","Aug-10","8-10-2021","2021-08-10","calcium",8.772,"august","West-Mesic"
"674",1683,211,"West","Mesic","3","Aug-10","8-10-2021","2021-08-10","iron",0.879,"august","West-Mesic"
"675",1684,211,"West","Mesic","3","Aug-10","8-10-2021","2021-08-10","potassium",0.612,"august","West-Mesic"
"676",1685,211,"West","Mesic","3","Aug-10","8-10-2021","2021-08-10","magnesium",1.157,"august","West-Mesic"
"677",1686,211,"West","Mesic","3","Aug-10","8-10-2021","2021-08-10","manganese",0.03,"august","West-Mesic"
"678",1687,211,"West","Mesic","3","Aug-10","8-10-2021","2021-08-10","sodium",0.76,"august","West-Mesic"
"679",1688,211,"West","Mesic","3","Aug-10","8-10-2021","2021-08-10","phosphorus",0.05,"august","West-Mesic"
"680",1690,212,"West","Hydric","1","Aug-10","8-10-2021","2021-08-10","calcium",34.74265677,"august","West-Hydric"
"681",1691,212,"West","Hydric","1","Aug-10","8-10-2021","2021-08-10","iron",2.66,"august","West-Hydric"
"682",1692,212,"West","Hydric","1","Aug-10","8-10-2021","2021-08-10","potassium",0.37,"august","West-Hydric"
"683",1693,212,"West","Hydric","1","Aug-10","8-10-2021","2021-08-10","magnesium",4.674,"august","West-Hydric"
"684",1694,212,"West","Hydric","1","Aug-10","8-10-2021","2021-08-10","manganese",0.142,"august","West-Hydric"
"685",1695,212,"West","Hydric","1","Aug-10","8-10-2021","2021-08-10","sodium",1.1,"august","West-Hydric"
"686",1696,212,"West","Hydric","1","Aug-10","8-10-2021","2021-08-10","phosphorus",0.05,"august","West-Hydric"
"687",1698,213,"West","Hydric","2","Aug-10","8-10-2021","2021-08-10","calcium",26.34512659,"august","West-Hydric"
"688",1699,213,"West","Hydric","2","Aug-10","8-10-2021","2021-08-10","iron",3.392,"august","West-Hydric"
"689",1700,213,"West","Hydric","2","Aug-10","8-10-2021","2021-08-10","potassium",0.877,"august","West-Hydric"
"690",1701,213,"West","Hydric","2","Aug-10","8-10-2021","2021-08-10","magnesium",3.038,"august","West-Hydric"
"691",1702,213,"West","Hydric","2","Aug-10","8-10-2021","2021-08-10","manganese",0.138,"august","West-Hydric"
"692",1703,213,"West","Hydric","2","Aug-10","8-10-2021","2021-08-10","sodium",0.891,"august","West-Hydric"
"693",1704,213,"West","Hydric","2","Aug-10","8-10-2021","2021-08-10","phosphorus",0.05,"august","West-Hydric"
"694",1706,214,"West","Hydric","3","Aug-10","8-10-2021","2021-08-10","calcium",47.55381545,"august","West-Hydric"
"695",1707,214,"West","Hydric","3","Aug-10","8-10-2021","2021-08-10","iron",1.88,"august","West-Hydric"
"696",1708,214,"West","Hydric","3","Aug-10","8-10-2021","2021-08-10","potassium",1.909,"august","West-Hydric"
"697",1709,214,"West","Hydric","3","Aug-10","8-10-2021","2021-08-10","magnesium",6.851,"august","West-Hydric"
"698",1710,214,"West","Hydric","3","Aug-10","8-10-2021","2021-08-10","manganese",0.459,"august","West-Hydric"
"699",1711,214,"West","Hydric","3","Aug-10","8-10-2021","2021-08-10","sodium",3.437,"august","West-Hydric"
"700",1712,214,"West","Hydric","3","Aug-10","8-10-2021","2021-08-10","phosphorus",0.05,"august","West-Hydric"
"701",1826,4,"East","Dry","1","Jun-24","6-24-2021","2021-06-24","calcium",11.94,"june","East-Dry"
"702",1827,4,"East","Dry","1","Jun-24","6-24-2021","2021-06-24","iron",0.39,"june","East-Dry"
"703",1828,4,"East","Dry","1","Jun-24","6-24-2021","2021-06-24","potassium",0.45,"june","East-Dry"
"704",1829,4,"East","Dry","1","Jun-24","6-24-2021","2021-06-24","magnesium",1.77,"june","East-Dry"
"705",1830,4,"East","Dry","1","Jun-24","6-24-2021","2021-06-24","manganese",0.03,"june","East-Dry"
"706",1831,4,"East","Dry","1","Jun-24","6-24-2021","2021-06-24","sodium",0.87,"june","East-Dry"
"707",1832,4,"East","Dry","1","Jun-24","6-24-2021","2021-06-24","phosphorus",0.05,"june","East-Dry"
"708",1882,11,"East","Mesic","2","Jun-24","6-24-2021","2021-06-24","calcium",4.31,"june","East-Mesic"
"709",1883,11,"East","Mesic","2","Jun-24","6-24-2021","2021-06-24","iron",15.19,"june","East-Mesic"
"710",1884,11,"East","Mesic","2","Jun-24","6-24-2021","2021-06-24","potassium",1.68,"june","East-Mesic"
"711",1885,11,"East","Mesic","2","Jun-24","6-24-2021","2021-06-24","magnesium",1.04,"june","East-Mesic"
"712",1886,11,"East","Mesic","2","Jun-24","6-24-2021","2021-06-24","manganese",0.67,"june","East-Mesic"
"713",1887,11,"East","Mesic","2","Jun-24","6-24-2021","2021-06-24","sodium",1.12,"june","East-Mesic"
"714",1888,11,"East","Mesic","2","Jun-24","6-24-2021","2021-06-24","phosphorus",0.05,"june","East-Mesic"
"715",1890,12,"East","Mesic","3","Jun-24","6-24-2021","2021-06-24","calcium",4.93,"june","East-Mesic"
"716",1891,12,"East","Mesic","3","Jun-24","6-24-2021","2021-06-24","iron",35.43,"june","East-Mesic"
"717",1892,12,"East","Mesic","3","Jun-24","6-24-2021","2021-06-24","potassium",1.44,"june","East-Mesic"
"718",1893,12,"East","Mesic","3","Jun-24","6-24-2021","2021-06-24","magnesium",1.07,"june","East-Mesic"
"719",1894,12,"East","Mesic","3","Jun-24","6-24-2021","2021-06-24","manganese",0.87,"june","East-Mesic"
"720",1895,12,"East","Mesic","3","Jun-24","6-24-2021","2021-06-24","sodium",1.27,"june","East-Mesic"
"721",1896,12,"East","Mesic","3","Jun-24","6-24-2021","2021-06-24","phosphorus",0.05,"june","East-Mesic"
"722",1898,13,"East","Hydric","1","Jun-24","6-24-2021","2021-06-24","calcium",2.37,"june","East-Hydric"
"723",1899,13,"East","Hydric","1","Jun-24","6-24-2021","2021-06-24","iron",13.69,"june","East-Hydric"
"724",1900,13,"East","Hydric","1","Jun-24","6-24-2021","2021-06-24","potassium",0.7,"june","East-Hydric"
"725",1901,13,"East","Hydric","1","Jun-24","6-24-2021","2021-06-24","magnesium",0.64,"june","East-Hydric"
"726",1902,13,"East","Hydric","1","Jun-24","6-24-2021","2021-06-24","manganese",0.68,"june","East-Hydric"
"727",1903,13,"East","Hydric","1","Jun-24","6-24-2021","2021-06-24","sodium",0.72,"june","East-Hydric"
"728",1904,13,"East","Hydric","1","Jun-24","6-24-2021","2021-06-24","phosphorus",0.05,"june","East-Hydric"
"729",1906,14,"East","Hydric","2","Jun-24","6-24-2021","2021-06-24","calcium",2.59,"june","East-Hydric"
"730",1907,14,"East","Hydric","2","Jun-24","6-24-2021","2021-06-24","iron",21.31,"june","East-Hydric"
"731",1908,14,"East","Hydric","2","Jun-24","6-24-2021","2021-06-24","potassium",0.55,"june","East-Hydric"
"732",1909,14,"East","Hydric","2","Jun-24","6-24-2021","2021-06-24","magnesium",0.54,"june","East-Hydric"
"733",1910,14,"East","Hydric","2","Jun-24","6-24-2021","2021-06-24","manganese",0.4,"june","East-Hydric"
"734",1911,14,"East","Hydric","2","Jun-24","6-24-2021","2021-06-24","sodium",0.8,"june","East-Hydric"
"735",1912,14,"East","Hydric","2","Jun-24","6-24-2021","2021-06-24","phosphorus",0.05,"june","East-Hydric"
"736",1914,15,"East","Hydric","1","Jun-28","6-28-2021","2021-06-28","calcium",11.88,"june","East-Hydric"
"737",1915,15,"East","Hydric","1","Jun-28","6-28-2021","2021-06-28","iron",4.11,"june","East-Hydric"
"738",1916,15,"East","Hydric","1","Jun-28","6-28-2021","2021-06-28","potassium",1.25,"june","East-Hydric"
"739",1917,15,"East","Hydric","1","Jun-28","6-28-2021","2021-06-28","magnesium",0.78,"june","East-Hydric"
"740",1918,15,"East","Hydric","1","Jun-28","6-28-2021","2021-06-28","manganese",0.17,"june","East-Hydric"
"741",1919,15,"East","Hydric","1","Jun-28","6-28-2021","2021-06-28","sodium",0.92,"june","East-Hydric"
"742",1920,15,"East","Hydric","1","Jun-28","6-28-2021","2021-06-28","phosphorus",0.05,"june","East-Hydric"
