"","ID","Area","Site","Plot","Sample","date","Betterdate","ICP","concentration","month"
"1714","215","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","5.763","august"
"1715","215","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","2.645","august"
"1716","215","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","0.897","august"
"1717","215","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","0.783","august"
"1718","215","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","0.068","august"
"1719","215","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","0.978","august"
"1720","215","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1721","216","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","0.569","august"
"1722","216","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","5.989","august"
"1723","216","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","1.451","august"
"1724","216","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","0.568","august"
"1725","216","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","0.613","august"
"1726","216","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","<0.05","august"
"1727","216","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","0.698","august"
"1728","216","West","Transect","T1","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1729","217","West","Transect","T2","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","0.432","august"
"1730","217","West","Transect","T2","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","4.864","august"
"1731","217","West","Transect","T2","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","1.588","august"
"1732","217","West","Transect","T2","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","0.837","august"
"1733","217","West","Transect","T2","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","0.568","august"
"1734","217","West","Transect","T2","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","<0.05","august"
"1735","217","West","Transect","T2","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","0.815","august"
"1736","217","West","Transect","T2","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1737","218","West","Transect","T7","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","0.08","august"
"1738","218","West","Transect","T7","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","18.46346759","august"
"1739","218","West","Transect","T7","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","1.801","august"
"1740","218","West","Transect","T7","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","0.763","august"
"1741","218","West","Transect","T7","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","2.961","august"
"1742","218","West","Transect","T7","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","<0.05","august"
"1743","218","West","Transect","T7","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","1.025","august"
"1744","218","West","Transect","T7","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1745","219","West","Transect","T8","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","0.09","august"
"1746","219","West","Transect","T8","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","10.199","august"
"1747","219","West","Transect","T8","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","3.244","august"
"1748","219","West","Transect","T8","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","0.602","august"
"1749","219","West","Transect","T8","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","1.682","august"
"1750","219","West","Transect","T8","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","0.051","august"
"1751","219","West","Transect","T8","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","1.102","august"
"1752","219","West","Transect","T8","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1753","220","West","Transect","T9","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","0.222","august"
"1754","220","West","Transect","T9","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","9.345","august"
"1755","220","West","Transect","T9","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","6.88","august"
"1756","220","West","Transect","T9","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","0.582","august"
"1757","220","West","Transect","T9","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","1.505","august"
"1758","220","West","Transect","T9","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","0.104","august"
"1759","220","West","Transect","T9","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","1.002","august"
"1760","220","West","Transect","T9","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1761","221","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","0.084","august"
"1762","221","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","8.215","august"
"1763","221","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","1.101","august"
"1764","221","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","0.378","august"
"1765","221","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","1.296","august"
"1766","221","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","<0.05","august"
"1767","221","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","0.818","august"
"1768","221","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1769","222","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","0.101","august"
"1770","222","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","8.385","august"
"1771","222","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","0.835","august"
"1772","222","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","5.202","august"
"1773","222","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","1.312","august"
"1774","222","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","<0.05","august"
"1775","222","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","0.812","august"
"1776","222","West","Transect","T10","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1777","223","West","Transect","T11","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","0.316","august"
"1778","223","West","Transect","T11","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","6.857","august"
"1779","223","West","Transect","T11","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","3.043","august"
"1780","223","West","Transect","T11","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","3.93","august"
"1781","223","West","Transect","T11","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","0.943","august"
"1782","223","West","Transect","T11","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","0.052","august"
"1783","223","West","Transect","T11","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","2.423","august"
"1784","223","West","Transect","T11","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","0.051","august"
"1785","224","West","Transect","T12","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","0.061","august"
"1786","224","West","Transect","T12","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","44.02298671","august"
"1787","224","West","Transect","T12","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","0.726","august"
"1788","224","West","Transect","T12","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","0.464","august"
"1789","224","West","Transect","T12","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","6.405","august"
"1790","224","West","Transect","T12","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","<0.05","august"
"1791","224","West","Transect","T12","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","1.036","august"
"1792","224","West","Transect","T12","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1793","225","West","Transect","T13","Aug-10","8-10-2021",2021-08-10,"Al_ug/mL","<0.1","august"
"1794","225","West","Transect","T13","Aug-10","8-10-2021",2021-08-10,"Ca_ug/mL","38.72916188","august"
"1795","225","West","Transect","T13","Aug-10","8-10-2021",2021-08-10,"Fe _ug/mL","0.906","august"
"1796","225","West","Transect","T13","Aug-10","8-10-2021",2021-08-10,"K _ug/mL","0.701","august"
"1797","225","West","Transect","T13","Aug-10","8-10-2021",2021-08-10,"Mg_ug/mL","5.709","august"
"1798","225","West","Transect","T13","Aug-10","8-10-2021",2021-08-10,"Mn_ug/mL","0.187","august"
"1799","225","West","Transect","T13","Aug-10","8-10-2021",2021-08-10,"Na_ug/mL","1.129","august"
"1800","225","West","Transect","T13","Aug-10","8-10-2021",2021-08-10,"P_ug/mL","<0.1","august"
"1801","1","East","Transect","T1","Jun-22","6-22-2021",2021-06-22,"Al_ug/mL","0.49","june"
"1802","1","East","Transect","T1","Jun-22","6-22-2021",2021-06-22,"Ca_ug/mL","3.42","june"
"1803","1","East","Transect","T1","Jun-22","6-22-2021",2021-06-22,"Fe _ug/mL","10.99","june"
"1804","1","East","Transect","T1","Jun-22","6-22-2021",2021-06-22,"K _ug/mL","1.06","june"
"1805","1","East","Transect","T1","Jun-22","6-22-2021",2021-06-22,"Mg_ug/mL","0.62","june"
"1806","1","East","Transect","T1","Jun-22","6-22-2021",2021-06-22,"Mn_ug/mL","0.24","june"
"1807","1","East","Transect","T1","Jun-22","6-22-2021",2021-06-22,"Na_ug/mL","1.18","june"
"1808","1","East","Transect","T1","Jun-22","6-22-2021",2021-06-22,"P_ug/mL","0.05","june"
"1809","2","East","Transect","T2","Jun-22","6-22-2021",2021-06-22,"Al_ug/mL","0.36","june"
"1810","2","East","Transect","T2","Jun-22","6-22-2021",2021-06-22,"Ca_ug/mL","4.01","june"
"1811","2","East","Transect","T2","Jun-22","6-22-2021",2021-06-22,"Fe _ug/mL","25.85","june"
"1812","2","East","Transect","T2","Jun-22","6-22-2021",2021-06-22,"K _ug/mL","0.54","june"
"1813","2","East","Transect","T2","Jun-22","6-22-2021",2021-06-22,"Mg_ug/mL","0.71","june"
"1814","2","East","Transect","T2","Jun-22","6-22-2021",2021-06-22,"Mn_ug/mL","0.42","june"
"1815","2","East","Transect","T2","Jun-22","6-22-2021",2021-06-22,"Na_ug/mL","0.99","june"
"1816","2","East","Transect","T2","Jun-22","6-22-2021",2021-06-22,"P_ug/mL","0.05","june"
"1817","3","East","Transect","T13","Jun-22","6-22-2021",2021-06-22,"Al_ug/mL","0.31","june"
"1818","3","East","Transect","T13","Jun-22","6-22-2021",2021-06-22,"Ca_ug/mL","2.76","june"
"1819","3","East","Transect","T13","Jun-22","6-22-2021",2021-06-22,"Fe _ug/mL","8.28","june"
"1820","3","East","Transect","T13","Jun-22","6-22-2021",2021-06-22,"K _ug/mL","0.42","june"
"1821","3","East","Transect","T13","Jun-22","6-22-2021",2021-06-22,"Mg_ug/mL","0.60","june"
"1822","3","East","Transect","T13","Jun-22","6-22-2021",2021-06-22,"Mn_ug/mL","0.17","june"
"1823","3","East","Transect","T13","Jun-22","6-22-2021",2021-06-22,"Na_ug/mL","0.80","june"
"1824","3","East","Transect","T13","Jun-22","6-22-2021",2021-06-22,"P_ug/mL","0.05","june"
"1825","4","East","Dry","1","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.10","june"
"1826","4","East","Dry","1","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","11.94","june"
"1827","4","East","Dry","1","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","0.39","june"
"1828","4","East","Dry","1","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","0.45","june"
"1829","4","East","Dry","1","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","1.77","june"
"1830","4","East","Dry","1","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.03","june"
"1831","4","East","Dry","1","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","0.87","june"
"1832","4","East","Dry","1","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1833","5","East","Transect","T2","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.29","june"
"1834","5","East","Transect","T2","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","3.85","june"
"1835","5","East","Transect","T2","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","41.77","june"
"1836","5","East","Transect","T2","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","0.35","june"
"1837","5","East","Transect","T2","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","0.70","june"
"1838","5","East","Transect","T2","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.76","june"
"1839","5","East","Transect","T2","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","0.72","june"
"1840","5","East","Transect","T2","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1841","6","East","Transect","T3","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.27","june"
"1842","6","East","Transect","T3","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","3.69","june"
"1843","6","East","Transect","T3","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","31.02","june"
"1844","6","East","Transect","T3","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","0.89","june"
"1845","6","East","Transect","T3","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","0.73","june"
"1846","6","East","Transect","T3","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.63","june"
"1847","6","East","Transect","T3","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","0.80","june"
"1848","6","East","Transect","T3","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1849","7","East","Transect","T4","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.32","june"
"1850","7","East","Transect","T4","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","2.41","june"
"1851","7","East","Transect","T4","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","13.85","june"
"1852","7","East","Transect","T4","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","3.27","june"
"1853","7","East","Transect","T4","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","0.59","june"
"1854","7","East","Transect","T4","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.45","june"
"1855","7","East","Transect","T4","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","0.60","june"
"1856","7","East","Transect","T4","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1857","8","East","Transect","T9","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.36","june"
"1858","8","East","Transect","T9","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","2.55","june"
"1859","8","East","Transect","T9","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","35.51","june"
"1860","8","East","Transect","T9","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","3.45","june"
"1861","8","East","Transect","T9","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","0.62","june"
"1862","8","East","Transect","T9","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.73","june"
"1863","8","East","Transect","T9","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","0.64","june"
"1864","8","East","Transect","T9","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1865","9","East","Transect","T10","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.44","june"
"1866","9","East","Transect","T10","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","3.38","june"
"1867","9","East","Transect","T10","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","21.41","june"
"1868","9","East","Transect","T10","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","1.53","june"
"1869","9","East","Transect","T10","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","0.79","june"
"1870","9","East","Transect","T10","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.47","june"
"1871","9","East","Transect","T10","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","0.79","june"
"1872","9","East","Transect","T10","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1873","10","East","Transect","T13","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.28","june"
"1874","10","East","Transect","T13","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","3.46","june"
"1875","10","East","Transect","T13","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","22.92","june"
"1876","10","East","Transect","T13","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","0.19","june"
"1877","10","East","Transect","T13","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","0.74","june"
"1878","10","East","Transect","T13","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.44","june"
"1879","10","East","Transect","T13","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","0.57","june"
"1880","10","East","Transect","T13","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1881","11","East","Mesic","2","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.29","june"
"1882","11","East","Mesic","2","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","4.31","june"
"1883","11","East","Mesic","2","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","15.19","june"
"1884","11","East","Mesic","2","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","1.68","june"
"1885","11","East","Mesic","2","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","1.04","june"
"1886","11","East","Mesic","2","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.67","june"
"1887","11","East","Mesic","2","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","1.12","june"
"1888","11","East","Mesic","2","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1889","12","East","Mesic","3","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.43","june"
"1890","12","East","Mesic","3","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","4.93","june"
"1891","12","East","Mesic","3","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","35.43","june"
"1892","12","East","Mesic","3","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","1.44","june"
"1893","12","East","Mesic","3","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","1.07","june"
"1894","12","East","Mesic","3","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.87","june"
"1895","12","East","Mesic","3","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","1.27","june"
"1896","12","East","Mesic","3","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1897","13","East","Hydric","1","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.41","june"
"1898","13","East","Hydric","1","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","2.37","june"
"1899","13","East","Hydric","1","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","13.69","june"
"1900","13","East","Hydric","1","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","0.70","june"
"1901","13","East","Hydric","1","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","0.64","june"
"1902","13","East","Hydric","1","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.68","june"
"1903","13","East","Hydric","1","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","0.72","june"
"1904","13","East","Hydric","1","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1905","14","East","Hydric","2","Jun-24","6-24-2021",2021-06-24,"Al_ug/mL","0.39","june"
"1906","14","East","Hydric","2","Jun-24","6-24-2021",2021-06-24,"Ca_ug/mL","2.59","june"
"1907","14","East","Hydric","2","Jun-24","6-24-2021",2021-06-24,"Fe _ug/mL","21.31","june"
"1908","14","East","Hydric","2","Jun-24","6-24-2021",2021-06-24,"K _ug/mL","0.55","june"
"1909","14","East","Hydric","2","Jun-24","6-24-2021",2021-06-24,"Mg_ug/mL","0.54","june"
"1910","14","East","Hydric","2","Jun-24","6-24-2021",2021-06-24,"Mn_ug/mL","0.40","june"
"1911","14","East","Hydric","2","Jun-24","6-24-2021",2021-06-24,"Na_ug/mL","0.80","june"
"1912","14","East","Hydric","2","Jun-24","6-24-2021",2021-06-24,"P_ug/mL","0.05","june"
"1913","15","East","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.48","june"
"1914","15","East","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","11.88","june"
"1915","15","East","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","4.11","june"
"1916","15","East","Hydric","1","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","1.25","june"
"1917","15","East","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.78","june"
"1918","15","East","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.17","june"
"1919","15","East","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","0.92","june"
"1920","15","East","Hydric","1","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","0.05","june"
"1921","16","East","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.61","june"
"1922","16","East","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","4.68","june"
"1923","16","East","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","14.17","june"
"1924","16","East","Hydric","2","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","1.19","june"
"1925","16","East","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.88","june"
"1926","16","East","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","1.14","june"
"1927","16","East","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.36","june"
"1928","16","East","Hydric","2","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","0.08","june"
"1929","17","East","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.48","june"
"1930","17","East","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","6.36","june"
"1931","17","East","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","28.00","june"
"1932","17","East","Hydric","3","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.99","june"
"1933","17","East","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.93","june"
"1934","17","East","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.58","june"
"1935","17","East","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.10","june"
"1936","17","East","Hydric","3","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","0.08","june"
"1937","18","East","Mesic","1","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.36","june"
"1938","18","East","Mesic","1","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","4.69","june"
"1939","18","East","Mesic","1","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","23.07","june"
"1940","18","East","Mesic","1","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","1.94","june"
"1941","18","East","Mesic","1","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.69","june"
"1942","18","East","Mesic","1","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.46","june"
"1943","18","East","Mesic","1","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.29","june"
"1944","18","East","Mesic","1","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","0.09","june"
"1945","19","East","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.36","june"
"1946","19","East","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","6.71","june"
"1947","19","East","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","28.64","june"
"1948","19","East","Mesic","2","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","2.06","june"
"1949","19","East","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","1.46","june"
"1950","19","East","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","1.08","june"
"1951","19","East","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.06","june"
"1952","19","East","Mesic","2","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","0.07","june"
"1953","20","East","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.35","june"
"1954","20","East","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","4.66","june"
"1955","20","East","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","16.10","june"
"1956","20","East","Mesic","3","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","1.01","june"
"1957","20","East","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.97","june"
"1958","20","East","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.51","june"
"1959","20","East","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.13","june"
"1960","20","East","Mesic","3","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","0.08","june"
"1961","21","East","Dry","1","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.21","june"
"1962","21","East","Dry","1","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","15.44","june"
"1963","21","East","Dry","1","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","22.46","june"
"1964","21","East","Dry","1","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.73","june"
"1965","21","East","Dry","1","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","1.23","june"
"1966","21","East","Dry","1","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.39","june"
"1967","21","East","Dry","1","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.14","june"
"1968","21","East","Dry","1","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","0.08","june"
"1969","22","East","Dry","3","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.43","june"
"1970","22","East","Dry","3","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","10.33","june"
"1971","22","East","Dry","3","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","20.68","june"
"1972","22","East","Dry","3","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.87","june"
"1973","22","East","Dry","3","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.97","june"
"1974","22","East","Dry","3","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.38","june"
"1975","22","East","Dry","3","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.20","june"
"1976","22","East","Dry","3","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","0.07","june"
"1977","23","East","Transect","T1","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.33","june"
"1978","23","East","Transect","T1","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","6.22","june"
"1979","23","East","Transect","T1","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","10.05","june"
"1980","23","East","Transect","T1","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.75","june"
