"","rep","site","area","date","ICP","concentration","concentration_undo_dilution"
"774","3","hydric","east",2022-08-08,"Mn_ug_ml",1.98,19.8
"775","3","hydric","east",2022-08-08,"Na_ug_ml",0.11,1.1
"776","3","hydric","east",2022-08-08,"P_ug_ml",0.005,0.05
"777","T1","transect","east",2022-08-08,"Al_ug_ml",0.04,0.4
"778","T1","transect","east",2022-08-08,"Ca_ug_ml",0.56,5.6
"779","T1","transect","east",2022-08-08,"Fe_ug_ml",0.03,0.3
"780","T1","transect","east",2022-08-08,"K_ug_ml",0.03,0.3
"781","T1","transect","east",2022-08-08,"Mg_ug_ml",0.08,0.8
"782","T1","transect","east",2022-08-08,"Mn_ug_ml",0.0025,0.025
"783","T1","transect","east",2022-08-08,"Na_ug_ml",0.1,1
"784","T1","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"785","T2","transect","east",2022-08-08,"Al_ug_ml",0.04,0.4
"786","T2","transect","east",2022-08-08,"Ca_ug_ml",0.78,7.8
"787","T2","transect","east",2022-08-08,"Fe_ug_ml",0.05,0.5
"788","T2","transect","east",2022-08-08,"K_ug_ml",0.03,0.3
"789","T2","transect","east",2022-08-08,"Mg_ug_ml",0.13,1.3
"790","T2","transect","east",2022-08-08,"Mn_ug_ml",0.01,0.1
"791","T2","transect","east",2022-08-08,"Na_ug_ml",0.07,0.7
"792","T2","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"793","T3","transect","east",2022-08-08,"Al_ug_ml",0.04,0.4
"794","T3","transect","east",2022-08-08,"Ca_ug_ml",0.86,8.6
"795","T3","transect","east",2022-08-08,"Fe_ug_ml",0.12,1.2
"796","T3","transect","east",2022-08-08,"K_ug_ml",0.11,1.1
"797","T3","transect","east",2022-08-08,"Mg_ug_ml",0.12,1.2
"798","T3","transect","east",2022-08-08,"Mn_ug_ml",0.0025,0.025
"799","T3","transect","east",2022-08-08,"Na_ug_ml",0.07,0.7
"800","T3","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"801","T4","transect","east",2022-08-08,"Al_ug_ml",0.01,0.1
"802","T4","transect","east",2022-08-08,"Ca_ug_ml",1.46,14.6
"803","T4","transect","east",2022-08-08,"Fe_ug_ml",0.44,4.4
"804","T4","transect","east",2022-08-08,"K_ug_ml",0.2,2
"805","T4","transect","east",2022-08-08,"Mg_ug_ml",0.08,0.8
"806","T4","transect","east",2022-08-08,"Mn_ug_ml",0.02,0.2
"807","T4","transect","east",2022-08-08,"Na_ug_ml",0.03,0.3
"808","T4","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"809","T5","transect","east",2022-08-08,"Al_ug_ml",0.04,0.4
"810","T5","transect","east",2022-08-08,"Ca_ug_ml",0.55,5.5
"811","T5","transect","east",2022-08-08,"Fe_ug_ml",0.83,8.3
"812","T5","transect","east",2022-08-08,"K_ug_ml",0.4,4
"813","T5","transect","east",2022-08-08,"Mg_ug_ml",0.1,1
"814","T5","transect","east",2022-08-08,"Mn_ug_ml",0.04,0.4
"815","T5","transect","east",2022-08-08,"Na_ug_ml",0.05,0.5
"816","T5","transect","east",2022-08-08,"P_ug_ml",0.02,0.2
"817","T6","transect","east",2022-08-08,"Al_ug_ml",0.02,0.2
"818","T6","transect","east",2022-08-08,"Ca_ug_ml",0.21,2.1
"819","T6","transect","east",2022-08-08,"Fe_ug_ml",0.22,2.2
"820","T6","transect","east",2022-08-08,"K_ug_ml",0.24,2.4
"821","T6","transect","east",2022-08-08,"Mg_ug_ml",0.05,0.5
"822","T6","transect","east",2022-08-08,"Mn_ug_ml",0.01,0.1
"823","T6","transect","east",2022-08-08,"Na_ug_ml",0.06,0.6
"824","T6","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"825","T7","transect","east",2022-08-08,"Al_ug_ml",0.07,0.7
"826","T7","transect","east",2022-08-08,"Ca_ug_ml",0.44,4.4
"827","T7","transect","east",2022-08-08,"Fe_ug_ml",0.27,2.7
"828","T7","transect","east",2022-08-08,"K_ug_ml",0.02,0.2
"829","T7","transect","east",2022-08-08,"Mg_ug_ml",0.11,1.1
"830","T7","transect","east",2022-08-08,"Mn_ug_ml",0.01,0.1
"831","T7","transect","east",2022-08-08,"Na_ug_ml",0.08,0.8
"832","T7","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"833","T8","transect","east",2022-08-08,"Al_ug_ml",0.04,0.4
"834","T8","transect","east",2022-08-08,"Ca_ug_ml",0.41,4.1
"835","T8","transect","east",2022-08-08,"Fe_ug_ml",0.24,2.4
"836","T8","transect","east",2022-08-08,"K_ug_ml",0.18,1.8
"837","T8","transect","east",2022-08-08,"Mg_ug_ml",0.1,1
"838","T8","transect","east",2022-08-08,"Mn_ug_ml",0.02,0.2
"839","T8","transect","east",2022-08-08,"Na_ug_ml",0.11,1.1
"840","T8","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"841","T9","transect","east",2022-08-08,"Al_ug_ml",0.04,0.4
"842","T9","transect","east",2022-08-08,"Ca_ug_ml",0.27,2.7
"843","T9","transect","east",2022-08-08,"Fe_ug_ml",0.28,2.8
"844","T9","transect","east",2022-08-08,"K_ug_ml",0.1,1
"845","T9","transect","east",2022-08-08,"Mg_ug_ml",0.07,0.7
"846","T9","transect","east",2022-08-08,"Mn_ug_ml",0.01,0.1
"847","T9","transect","east",2022-08-08,"Na_ug_ml",0.11,1.1
"848","T9","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"849","T10","transect","east",2022-08-08,"Al_ug_ml",0.08,0.8
"850","T10","transect","east",2022-08-08,"Ca_ug_ml",0.54,5.4
"851","T10","transect","east",2022-08-08,"Fe_ug_ml",0.32,3.2
"852","T10","transect","east",2022-08-08,"K_ug_ml",0.09,0.9
"853","T10","transect","east",2022-08-08,"Mg_ug_ml",0.12,1.2
"854","T10","transect","east",2022-08-08,"Mn_ug_ml",0.01,0.1
"855","T10","transect","east",2022-08-08,"Na_ug_ml",0.06,0.6
"856","T10","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"857","T11","transect","east",2022-08-08,"Al_ug_ml",0.06,0.6
"858","T11","transect","east",2022-08-08,"Ca_ug_ml",0.75,7.5
"859","T11","transect","east",2022-08-08,"Fe_ug_ml",0.31,3.1
"860","T11","transect","east",2022-08-08,"K_ug_ml",0.02,0.2
"861","T11","transect","east",2022-08-08,"Mg_ug_ml",0.16,1.6
"862","T11","transect","east",2022-08-08,"Mn_ug_ml",0.01,0.1
"863","T11","transect","east",2022-08-08,"Na_ug_ml",0.08,0.8
"864","T11","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"865","T12","transect","east",2022-08-08,"Al_ug_ml",0.06,0.6
"866","T12","transect","east",2022-08-08,"Ca_ug_ml",0.37,3.7
"867","T12","transect","east",2022-08-08,"Fe_ug_ml",0.37,3.7
"868","T12","transect","east",2022-08-08,"K_ug_ml",0.04,0.4
"869","T12","transect","east",2022-08-08,"Mg_ug_ml",0.1,1
"870","T12","transect","east",2022-08-08,"Mn_ug_ml",0.02,0.2
"871","T12","transect","east",2022-08-08,"Na_ug_ml",0.1,1
"872","T12","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"873","T13","transect","east",2022-08-08,"Al_ug_ml",0.03,0.3
"874","T13","transect","east",2022-08-08,"Ca_ug_ml",0.3,3
"875","T13","transect","east",2022-08-08,"Fe_ug_ml",0.25,2.5
"876","T13","transect","east",2022-08-08,"K_ug_ml",0.17,1.7
"877","T13","transect","east",2022-08-08,"Mg_ug_ml",0.07,0.7
"878","T13","transect","east",2022-08-08,"Mn_ug_ml",0.01,0.1
"879","T13","transect","east",2022-08-08,"Na_ug_ml",0.07,0.7
"880","T13","transect","east",2022-08-08,"P_ug_ml",0.005,0.05
"881","1","dry","east",2022-07-06,"Al_ug_ml",0.01,0.1
"882","1","dry","east",2022-07-06,"Ca_ug_ml",1.1,11
"883","1","dry","east",2022-07-06,"Fe_ug_ml",0.89,8.9
"884","1","dry","east",2022-07-06,"K_ug_ml",0.03,0.3
"885","1","dry","east",2022-07-06,"Mg_ug_ml",0.13,1.3
"886","1","dry","east",2022-07-06,"Mn_ug_ml",0.01,0.1
"887","1","dry","east",2022-07-06,"Na_ug_ml",0.09,0.9
"888","1","dry","east",2022-07-06,"P_ug_ml",0.005,0.05
"889","2","dry","east",2022-07-06,"Al_ug_ml",0.07,0.7
"890","2","dry","east",2022-07-06,"Ca_ug_ml",0.73,7.3
"891","2","dry","east",2022-07-06,"Fe_ug_ml",0.93,9.3
"892","2","dry","east",2022-07-06,"K_ug_ml",0.04,0.4
"893","2","dry","east",2022-07-06,"Mg_ug_ml",0.1,1
"894","2","dry","east",2022-07-06,"Mn_ug_ml",0.02,0.2
"895","2","dry","east",2022-07-06,"Na_ug_ml",0.08,0.8
"896","2","dry","east",2022-07-06,"P_ug_ml",0.005,0.05
"897","3","dry","east",2022-07-06,"Al_ug_ml",0.02,0.2
"898","3","dry","east",2022-07-06,"Ca_ug_ml",0.24,2.4
"899","3","dry","east",2022-07-06,"Fe_ug_ml",2.21,22.1
"900","3","dry","east",2022-07-06,"K_ug_ml",0.03,0.3
"901","3","dry","east",2022-07-06,"Mg_ug_ml",0.04,0.4
"902","3","dry","east",2022-07-06,"Mn_ug_ml",0.03,0.3
"903","3","dry","east",2022-07-06,"Na_ug_ml",0.03,0.3
"904","3","dry","east",2022-07-06,"P_ug_ml",0.005,0.05
"905","1","mesic","east",2022-07-06,"Al_ug_ml",0.04,0.4
"906","1","mesic","east",2022-07-06,"Ca_ug_ml",0.36,3.6
"907","1","mesic","east",2022-07-06,"Fe_ug_ml",1.13,11.3
"908","1","mesic","east",2022-07-06,"K_ug_ml",0.04,0.4
"909","1","mesic","east",2022-07-06,"Mg_ug_ml",0.09,0.9
"910","1","mesic","east",2022-07-06,"Mn_ug_ml",0.02,0.2
"911","1","mesic","east",2022-07-06,"Na_ug_ml",0.08,0.8
"912","1","mesic","east",2022-07-06,"P_ug_ml",0.005,0.05
"913","2","mesic","east",2022-07-06,"Al_ug_ml",0.03,0.3
"914","2","mesic","east",2022-07-06,"Ca_ug_ml",0.45,4.5
"915","2","mesic","east",2022-07-06,"Fe_ug_ml",9.56,95.6
"916","2","mesic","east",2022-07-06,"K_ug_ml",0.15,1.5
"917","2","mesic","east",2022-07-06,"Mg_ug_ml",0.06,0.6
"918","2","mesic","east",2022-07-06,"Mn_ug_ml",0.14,1.4
"919","2","mesic","east",2022-07-06,"Na_ug_ml",0.06,0.6
"920","2","mesic","east",2022-07-06,"P_ug_ml",0.005,0.05
"921","3","mesic","east",2022-07-06,"Al_ug_ml",0.02,0.2
"922","3","mesic","east",2022-07-06,"Ca_ug_ml",0.29,2.9
"923","3","mesic","east",2022-07-06,"Fe_ug_ml",6.62,66.2
"924","3","mesic","east",2022-07-06,"K_ug_ml",0.1,1
"925","3","mesic","east",2022-07-06,"Mg_ug_ml",0.05,0.5
"926","3","mesic","east",2022-07-06,"Mn_ug_ml",0.1,1
"927","3","mesic","east",2022-07-06,"Na_ug_ml",0.06,0.6
"928","3","mesic","east",2022-07-06,"P_ug_ml",0.005,0.05
"929","1","hydric","east",2022-07-06,"Al_ug_ml",0.04,0.4
"930","1","hydric","east",2022-07-06,"Ca_ug_ml",0.29,2.9
"931","1","hydric","east",2022-07-06,"Fe_ug_ml",1.47,14.7
"932","1","hydric","east",2022-07-06,"K_ug_ml",0.02,0.2
"933","1","hydric","east",2022-07-06,"Mg_ug_ml",0.08,0.8
"934","1","hydric","east",2022-07-06,"Mn_ug_ml",0.03,0.3
"935","1","hydric","east",2022-07-06,"Na_ug_ml",0.08,0.8
"936","1","hydric","east",2022-07-06,"P_ug_ml",0.005,0.05
"937","2","hydric","east",2022-07-06,"Al_ug_ml",0.04,0.4
"938","2","hydric","east",2022-07-06,"Ca_ug_ml",0.36,3.6
"939","2","hydric","east",2022-07-06,"Fe_ug_ml",1.28,12.8
"940","2","hydric","east",2022-07-06,"K_ug_ml",0.02,0.2
"941","2","hydric","east",2022-07-06,"Mg_ug_ml",0.07,0.7
"942","2","hydric","east",2022-07-06,"Mn_ug_ml",0.03,0.3
"943","2","hydric","east",2022-07-06,"Na_ug_ml",0.05,0.5
"944","2","hydric","east",2022-07-06,"P_ug_ml",0.005,0.05
"945","3","hydric","east",2022-07-06,"Al_ug_ml",0.04,0.4
"946","3","hydric","east",2022-07-06,"Ca_ug_ml",0.46,4.6
"947","3","hydric","east",2022-07-06,"Fe_ug_ml",1.44,14.4
"948","3","hydric","east",2022-07-06,"K_ug_ml",0.02,0.2
"949","3","hydric","east",2022-07-06,"Mg_ug_ml",0.1,1
"950","3","hydric","east",2022-07-06,"Mn_ug_ml",0.13,1.3
"951","3","hydric","east",2022-07-06,"Na_ug_ml",0.04,0.4
"952","3","hydric","east",2022-07-06,"P_ug_ml",0.005,0.05
"953","T1","transect","east",2022-07-06,"Al_ug_ml",0.03,0.3
"954","T1","transect","east",2022-07-06,"Ca_ug_ml",2.34,23.4
"955","T1","transect","east",2022-07-06,"Fe_ug_ml",0.12,1.2
"956","T1","transect","east",2022-07-06,"K_ug_ml",0.02,0.2
"957","T1","transect","east",2022-07-06,"Mg_ug_ml",0.11,1.1
"958","T1","transect","east",2022-07-06,"Mn_ug_ml",0.0025,0.025
"959","T1","transect","east",2022-07-06,"Na_ug_ml",0.06,0.6
"960","T1","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
"961","T2","transect","east",2022-07-06,"Al_ug_ml",0.03,0.3
"962","T2","transect","east",2022-07-06,"Ca_ug_ml",0.53,5.3
"963","T2","transect","east",2022-07-06,"Fe_ug_ml",0.35,3.5
"964","T2","transect","east",2022-07-06,"K_ug_ml",0.03,0.3
"965","T2","transect","east",2022-07-06,"Mg_ug_ml",0.1,1
"966","T2","transect","east",2022-07-06,"Mn_ug_ml",0.01,0.1
"967","T2","transect","east",2022-07-06,"Na_ug_ml",0.08,0.8
"968","T2","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
"969","T3","transect","east",2022-07-06,"Al_ug_ml",0.04,0.4
"970","T3","transect","east",2022-07-06,"Ca_ug_ml",0.81,8.1
"971","T3","transect","east",2022-07-06,"Fe_ug_ml",0.64,6.4
"972","T3","transect","east",2022-07-06,"K_ug_ml",0.07,0.7
"973","T3","transect","east",2022-07-06,"Mg_ug_ml",0.13,1.3
"974","T3","transect","east",2022-07-06,"Mn_ug_ml",0.01,0.1
"975","T3","transect","east",2022-07-06,"Na_ug_ml",0.09,0.9
"976","T3","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
"977","T5","transect","east",2022-07-06,"Al_ug_ml",0.03,0.3
"978","T5","transect","east",2022-07-06,"Ca_ug_ml",2.02,20.2
"979","T5","transect","east",2022-07-06,"Fe_ug_ml",1.41,14.1
"980","T5","transect","east",2022-07-06,"K_ug_ml",0.34,3.4
"981","T5","transect","east",2022-07-06,"Mg_ug_ml",0.13,1.3
"982","T5","transect","east",2022-07-06,"Mn_ug_ml",0.06,0.6
"983","T5","transect","east",2022-07-06,"Na_ug_ml",0.08,0.8
"984","T5","transect","east",2022-07-06,"P_ug_ml",0.01,0.1
"985","T6","transect","east",2022-07-06,"Al_ug_ml",0.07,0.7
"986","T6","transect","east",2022-07-06,"Ca_ug_ml",0.55,5.5
"987","T6","transect","east",2022-07-06,"Fe_ug_ml",0.56,5.6
"988","T6","transect","east",2022-07-06,"K_ug_ml",0.2,2
"989","T6","transect","east",2022-07-06,"Mg_ug_ml",0.13,1.3
"990","T6","transect","east",2022-07-06,"Mn_ug_ml",0.02,0.2
"991","T6","transect","east",2022-07-06,"Na_ug_ml",0.08,0.8
"992","T6","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
"993","T7","transect","east",2022-07-06,"Al_ug_ml",0.07,0.7
"994","T7","transect","east",2022-07-06,"Ca_ug_ml",0.39,3.9
"995","T7","transect","east",2022-07-06,"Fe_ug_ml",0.72,7.2
"996","T7","transect","east",2022-07-06,"K_ug_ml",0.03,0.3
"997","T7","transect","east",2022-07-06,"Mg_ug_ml",0.09,0.9
"998","T7","transect","east",2022-07-06,"Mn_ug_ml",0.02,0.2
"999","T7","transect","east",2022-07-06,"Na_ug_ml",0.08,0.8
"1000","T7","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
"1001","T8","transect","east",2022-07-06,"Al_ug_ml",0.09,0.9
"1002","T8","transect","east",2022-07-06,"Ca_ug_ml",0.84,8.4
"1003","T8","transect","east",2022-07-06,"Fe_ug_ml",1.74,17.4
"1004","T8","transect","east",2022-07-06,"K_ug_ml",0.09,0.9
"1005","T8","transect","east",2022-07-06,"Mg_ug_ml",0.21,2.1
"1006","T8","transect","east",2022-07-06,"Mn_ug_ml",0.06,0.6
"1007","T8","transect","east",2022-07-06,"Na_ug_ml",0.14,1.4
"1008","T8","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
"1009","T9","transect","east",2022-07-06,"Al_ug_ml",0.05,0.5
"1010","T9","transect","east",2022-07-06,"Ca_ug_ml",0.63,6.3
"1011","T9","transect","east",2022-07-06,"Fe_ug_ml",2.15,21.5
"1012","T9","transect","east",2022-07-06,"K_ug_ml",0.08,0.8
"1013","T9","transect","east",2022-07-06,"Mg_ug_ml",0.1,1
"1014","T9","transect","east",2022-07-06,"Mn_ug_ml",0.03,0.3
"1015","T9","transect","east",2022-07-06,"Na_ug_ml",0.06,0.6
"1016","T9","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
"1017","T10","transect","east",2022-07-06,"Al_ug_ml",0.1,1
"1018","T10","transect","east",2022-07-06,"Ca_ug_ml",0.5,5
"1019","T10","transect","east",2022-07-06,"Fe_ug_ml",0.9,9
"1020","T10","transect","east",2022-07-06,"K_ug_ml",0.08,0.8
"1021","T10","transect","east",2022-07-06,"Mg_ug_ml",0.13,1.3
"1022","T10","transect","east",2022-07-06,"Mn_ug_ml",0.02,0.2
"1023","T10","transect","east",2022-07-06,"Na_ug_ml",0.18,1.8
"1024","T10","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
"1025","T11","transect","east",2022-07-06,"Al_ug_ml",0.03,0.3
"1026","T11","transect","east",2022-07-06,"Ca_ug_ml",0.33,3.3
"1027","T11","transect","east",2022-07-06,"Fe_ug_ml",0.53,5.3
"1028","T11","transect","east",2022-07-06,"K_ug_ml",0.03,0.3
"1029","T11","transect","east",2022-07-06,"Mg_ug_ml",0.08,0.8
"1030","T11","transect","east",2022-07-06,"Mn_ug_ml",0.01,0.1
"1031","T11","transect","east",2022-07-06,"Na_ug_ml",0.07,0.7
"1032","T11","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
"1033","T12","transect","east",2022-07-06,"Al_ug_ml",0.06,0.6
"1034","T12","transect","east",2022-07-06,"Ca_ug_ml",0.3,3
"1035","T12","transect","east",2022-07-06,"Fe_ug_ml",1.66,16.6
"1036","T12","transect","east",2022-07-06,"K_ug_ml",0.02,0.2
"1037","T12","transect","east",2022-07-06,"Mg_ug_ml",0.09,0.9
"1038","T12","transect","east",2022-07-06,"Mn_ug_ml",0.03,0.3
"1039","T12","transect","east",2022-07-06,"Na_ug_ml",0.1,1
"1040","T12","transect","east",2022-07-06,"P_ug_ml",0.005,0.05
